ID	Glottocode	Name	Group	ISO639P3code	ISOname	Location	Alias	Source	Abbr	Dialect_Of	Is_Proto
19599	kima1244	Kimaragang Dusun	PWMP				[aka: Dusun (Kimaragang)]				false
19589	uppe1427	Kinabatangan	PWMP								false
19566	kina1250	Kinaray-a	PWMP								false
18958	kipu1237	Kiput	PWMP	kyi	Kiput 	Malaysia (Sarawak)		blust1971			false
704	kiss1246	Kis	POC	kis		Papua New Guinea					false
302	kisa1266	Kisar	PCMP	kje		Indonesia (Maluku)		jonker1932			false
19774	gian1241	Klata	PWMP					zorc2019			false
706	kodi1247	Kodi	PCMP	kod		Indonesia (Nusa Tenggara)					false
19218	koko1269	Kokota	POC	kkk		Solomon Islands					false
19383	kola1285	Kola	PCMP								false
708	komo1261	Komodo	PCMP	kvh		Indonesia (Nusa Tenggara)		verheijen1982			false
19499	bowa1234	Koro	POC								false
19469	koro1311	Koroni	PWMP								false
713	kosr1238	Kosraean	POC	kos		Micronesia		lee1976			false
709	kove1237	Kove	POC	kvc		Papua New Guinea					false
304	kowi1239	Kowiai/Koiwai	PSHWNG	kwh	Kowiai	Indonesia (Papua)	[aka: Koiwai]	walker1990			false
19572	kuij1237	Kujau	PWMP								false
19710	mina1269	Kukuya	POC								false
710	moma1242	Kulawi	PWMP	myl	Moma	Indonesia (Sulawesi)					false
19318	kuli1254	Kulisusu	PWMP	vkl		Indonesia (Sulawesi)					false
711	kuru1305	Kurudu	PSHWNG	kjr		Indonesia (Papua)					false
712	kurt1250	Kuruti	POC	ktm	Kurti	Papua New Guinea					false
19638	kusa1253	Kusaghe	POC								false
19550	cuyo1237	Kuyonon	PWMP								false
307	kwai1243	Kwaio	POC	kwd		Solomon Islands		keesing1975			false
19307	kwam1252	Kwamera	POC	tnk		Vanuatu	[aka: Isiai]				false
18944	kwar1239	Kwara'ae	POC	kwf	Kwara’ae	Solomon Islands		pawley1972			false
309	labe1239	Label	POC	lbb		Papua New Guinea		peekel192930			false
19679	labu1248	Labu	POC								false
19514	labu1249	Labuk-Kinabatangan Kadazan	PWMP				[aka: Kadazan (Labuk-Kinabatangan)]				false
19708	lagh1246	Laghu	POC				[aka: Laghua]				false
19289	laha1251	Laha	PCMP	lhh		Indonesia (Maluku)					false
310	laha1253	Lahanan	PWMP	lhn		Malaysia (Sarawak)		rousseaund			false
877	naka1262	Lakalai	POC	nak	Nakanai	Papua New Guinea	[aka: Nakanai]				false
19581	lako1245	Lakona	POC								false
19031	lama1277	Lamaholot	PCMP	slp		Indonesia (Nusa Tenggara)		pampus1999			false
720	lama1277	Lamaholot (dialectal)	PCMP	slp	Lamaholot	Indonesia (Nusa Tenggara)		pampus1999		19031	false
19339	lamb1273	Lamboya	PCMP								false
19610	lame1260	Lamenu	POC								false
19608	mere1242	Lametin	POC								false
721	lamo1244	Lamogai	POC	lmg		Papua New Guinea					false
722	lamp1243	Lampung	PWMP	ljp	Lampung Api	Indonesia (Sumatra)		walker1975;walker1976			false
19704	wala1266	Langalanga	POC								false
723	rara1235	Lara Land Dayak	PWMP	lra	Bakati’, Rara	Indonesia (Kalimantan)	[aka: Lara', Lara' Land Dayak]				false
724	lare1249	Larevat	POC	lrv		Vanuatu					false
19240	lari1255	Larike	PCMP	alo	Larike-Wakasihu	Indonesia (Maluku)		laidig1993			false
313	lauu1247	Lau	POC	llu		Solomon Islands		fox1974			false
726	lauj1238	Lauje	PWMP	law		Indonesia (Sulawesi)					false
19263	laur1249	Laura	PCMP	lur		Indonesia (Nusa Tenggara)					false
19647	tung1290	Lavongai	POC								false
727	lawa1257	Lawangan	PWMP	lbx		Indonesia (Kalimantan)					false
19435	leha1244	Lehalurup	POC				[aka: Ureparapara, Lehali]	tryon1976			false
730	leip1237	Leipon	POC	lek		Papua New Guinea					false
19510	lela1246	Lelak	PWMP								false
19255	lele1270	Lele	POC	lle		Papua New Guinea		blust1975			false
19366	lele1267	Lelepa	POC								false
19511	bela1260	Lemeting	PWMP								false
19305	lena1238	Lenakel	POC	tnl		Vanuatu					false
19362	leng1259	Lengo	POC								false
18950	lenk1247	Lenkau	POC	ler		Papua New Guinea					false
733	lete1241	Letemboi	POC	nms		Vanuatu					false
316	leti1246	Leti	PCMP	lti		Indonesia (Maluku)	[aka: Letinese]	jonker1932			false
735	kheh1237	Levei	POC	tlx	Khehek	Papua New Guinea					false
19517	bign1238	Leviamp	POC								false
19655	lewo1242	Lewo	POC								false
19590	lihi1237	Lihir	POC								false
319	liku1243	Likum	POC	lib		Papua New Guinea		blust1975			false
739	nyin1250	Lindrou	POC	lid	Nyindrou	Papua New Guinea					false
740	ling1265	Lingarak	POC	lgk		Vanuatu					false
19526	ling1266	Lingkabau	PWMP								false
18938	lioo1240	Li'o	PCMP	ljl	Li’o	Indonesia (Nusa Tenggara)		vandierendoncknd			false
19506	lana1236	Lobu Lanas	PWMP								false
19583	tamp1254	Lobu Tampios	PWMP								false
19712	lola1250	Lolak	PWMP								false
19771	long1405	Long Gelat Modang	PWMP								false
19584	east2485	Penan (Long Lamai)	PWMP							18658	false
745	long1395	Longgu	POC	lgu		Solomon Islands					false
321	loni1238	Loniu	POC	los		Papua New Guinea		blust1975			false
320	lonw1238	Lonwolwol	POC	crc		Vanuatu		paton1973			false
322	louu1245	Lou	POC	loj		Papua New Guinea		blust1975			false
749	luan1263	Luang	PCMP				[aka: Luang-Sermata]	taber1993			false
19740	onto1237	Luangiua	POC								false
19370	keta1243	Luilang	Form.								false
19728	loke1237	Lukep	POC								false
19607	arop1244	Lukep (Pono)	POC							19728	false
19418	lund1271	Lun Dayeh	PWMP				[aka: Lun Bawang, Long Semadoh]	blust1971			false
19653	lund1271	Lun Dayeh (Kemaloh)	PWMP					ganangcrainandpearsonrounds2008		19418	false
19630	lund1271	Lun Dayeh (Long Semado)	PWMP							19418	false
751	rara1235	Lundu	PWMP	lra	Bakati’, Rara	Malaysia (Sarawak)					false
19287	lung1249	Lungga	POC	lga		Solomon Islands					false
19308	lusi1240	Lusi	POC	khl		Papua New Guinea	[aka: Kaliai-Kove]				false
770	maan1238	Ma'anyan	PWMP	mhy		Indonesia (Kalimantan)		hudson1967			false
324	nucl1460	Madurese	PWMP	mad	Madura	Indonesia (Java and Bali)		safioedin1977			false
19627	maee1241	Mae	POC								false
19611	maii1238	Mae-Morae	POC								false
19632	maew1234	Maewo	POC								false
772	mafe1237	Mafea	POC	mkv		Vanuatu					false
773	mago1248	Magori	POC	zgr		Papua New Guinea					false
19520	magu1243	Maguindanao	PWMP								false
774	mail1248	Mailu	POC	mgu		Papua New Guinea					false
325	maka1311	Makassarese	PWMP	mak	Makasar	Indonesia (Sulawesi)	[aka: Makasarese]	cense1979			false
776	bent1237	Makassarese (Bantaeng)	PWMP							325	false
777	sela1260	Makassarese (Salayar)	PWMP	sly	Selayar	Indonesia (Sulawesi)				325	false
778	emae1237	Makatea	POC								false
18432	plat1254	Malagasy	PWMP	mlg		Madagascar	[aka: Malagasy (Merina), Merina]	richardson1885			false
781	plat1254	Malagasy (Provincial)	PWMP							18432	false
782	saka1291	Malagasy (Sakalava)	PWMP	skg	Malagasy, Sakalava	Madagascar				18432	false
19604	anta1259	Malagasy (Taimoro)	PWMP							18432	false
19477	mala1484	Malango	POC								false
19565	mala1534	Malaweg	PWMP								false
326	mala1479	Malay	PWMP	zlm		Malaysia (Peninsular)		wilkinson1959			false
19426	ambo1250	Malay (Ambon)	PWMP							326	false
19005	baba1267	Malay (Baba)	PWMP	mbf	Malay, Baba	Singapore				326	false
787		Malay (Borneo)	PWMP							326	false
788	brun1242	Malay (Brunei)	PWMP	kxd	Brunei	Brunei				326	false
789	mala1479	Malay (Deli)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
18430	beta1252	Malay (Jakarta)	PWMP	bew	Betawi	Indonesia (Java and Bali)		wilkinson1959		326	false
791	beta1252	Malay (Java)	PWMP	bew	Betawi	Indonesia (Java and Bali)				326	false
792	mala1479	Malay (Johore)	PWMP							326	false
18996	keda1251	Malay (Kedah)	PWMP	meo	Malay, Kedah	Malaysia (Peninsular)				326	false
18431	mala1479	Malay (Kedah, Kelantan)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
794	patt1249	Malay (Kelantan)	PWMP	mly	Malay	Malaysia (Peninsular)				326	false
19278	cent2053	Malay (Middle)	PWMP							326	false
795	duan1242	Malay (Orang Laut)	PWMP	dup	Duano	Indonesia (Sumatra)				326	false
796	mala1479	Malay (Pahang)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
797	patt1249	Malay (Pattani)	PWMP	mfa	Malay, Pattani	Thailand				326	false
798	keda1251	Malay (Penang)	PWMP							326	false
799	mala1479	Malay (Perak)	PWMP	mly	Malay	Malaysia (Peninsular)				326	false
800	mala1479	Malay (Riau)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
801	mala1479	Malay (Sarawak)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
802	mala1479	Malay (Sumatra)	PWMP	zlm	Malay	Malaysia (Peninsular)				326	false
803	mala1479	Malay (Trengganu)	PWMP	mly	Malay	Malaysia (Peninsular)				326	false
804	mala1479	Malay (Ulu Pahang)	PWMP							326	false
805	mina1268	Malay (W.Sumatra)	PWMP							326	false
806	male1289	Maleu	POC	mgl	Maleu-Kilenge	Papua New Guinea					false
19459	malf1237	Malfaxal	POC								false
19636	mere1242	Malmariv	POC								false
327	emba1238	Maloh	PWMP	emb	Embaloh	Indonesia (Kalimantan)		king1976			false
808	emba1238	Maloh (Palin)	PWMP	emb	Embaloh	Indonesia (Kalimantan)				327	false
809	mama1275	Mamanwa	PWMP	mmn		Philippines		reid1971			false
810	mamb1306	Mambai	PCMP	mgm	Mambae	East Timor	[aka: Mambae]				false
811	sasa1249	Mamben	PWMP								false
19578	mamu1255	Mamuju	PWMP								false
328	mana1295	Manam	POC	mva		Papua New Guinea		bohm1975			false
813	mand1442	Mandar	PWMP	mdr		Indonesia (Sulawesi)		muthalib1977			false
18477	kara1489	Mandaya	PWMP	mry	Mandaya, Karaga	Philippines					false
816	mang1405	Manggarai	PCMP	mqy		Indonesia (Nusa Tenggara)		verheijen196770			false
19628	cent2073	Manggarai (Central)	PCMP							816	false
19722	mang1405	Manggarai (Mulu)	PCMP							816	false
19347	mang1405	Manggarai (Pacar)	PCMP							816	false
817	mang1405	Manggarai (West)	PCMP	mqy	Manggarai	Indonesia (Nusa Tenggara)				816	false
19730	mang1403	Mangseng	POC								false
19765	cama1250	Manide	PWMP								false
19759	mani1297	Manipa	PCMP					collins1983			false
19484	agus1235	Manobo (Agusan)	PWMP								false
821	diba1242	Manobo (Dibabawon)	PWMP	mbd	Manobo, Dibabawon	Philippines		reid1971			false
822	ilia1236	Manobo (Ilianen)	PWMP	mbi	Manobo, Ilianen	Philippines		reid1971			false
820	cota1241	Manobo (Kalamansig Cotabato)	PWMP	mta	Manobo, Cotabato	Philippines		reid1971			false
823	sara1327	Manobo (Sarangani)	PWMP	mbs	Manobo, Sarangani	Philippines		reid1971			false
824	mati1250	Manobo (Tigwa)	PWMP	mbt	Manobo, Matigsalug	Philippines		reid1971			false
819	west2555	Manobo (Western Bukidnon)	PWMP	mbb	Manobo, Western Bukidnon	Philippines		elkins1968			false
818	atam1240	Manobo (Ata)	PWMP	atd	Manobo, Ata	Philippines					false
825	mans1262	Mansaka	PWMP	msk		Philippines		svelmoeandsvelmoe1990			false
826	manu1258	Manusela	PCMP	wha		Indonesia (Maluku)					false
330	maor1246	Maori	POC	mri		New Zealand		williams1971			false
828	mapo1242	Mapos	POC	bzh	Buang, Mapos	Papua New Guinea					false
19742	mapo1242	Mapos Buang	POC								false
19365	lewo1242	Mapremo	POC								false
19176	mapu1244	Mapun	PWMP	sjm		Philippines					false
331	mara1404	Maranao	PWMP	mrw		Philippines		mckaughanandmacaraya1967			false
19760	mara1397	Marau₁	PSHWNG				[aka: Marau]	anceaux1961			false
830	mara1397	Marau₂	POC	mvr	Marau	Indonesia (Papua)	[aka: Marau]	tryonandhackman1983			false
831	mari1426	Marino	POC	mrb		Vanuatu		tryon1976			false
832	maro1244	Marovo	POC	mvo		Solomon Islands					false
19258	nort2845	Marquesan	POC	mrq	Marquesan, North	French Polynesia					false
833	mars1254	Marshallese	POC	mah		Marshall Islands		aboetal1976			false
19631	mars1254	Marshallese (Eastern)	POC							833	false
19269	mars1254	Marshallese (Western)	POC	mah	Marshallese	Marshall Islands				833	false
19186	masb1238	Masbatenyo	PWMP	msb		Philippines					false
834	masi1266	Masiwang	PCMP	bnf		Indonesia (Maluku)					false
19226	mask1242	Maskelynes	POC	klv		Vanuatu					false
19626	avok1244	Maxbaxo	POC								false
837	maya1282	Mayá	PSHWNG								false
815	mbul1263	Mbula	POC	mna		Papua New Guinea	[aka: Mangap-Mbula]	bugenhagenandbugenhagen2007			false
19670	mede1237	Medebur	POC								false
19769	moda1244	Mei Lan Modang	PWMP								false
838	meke1243	Mekeo (East)	POC	mek	Mekeo	Papua New Guinea	[aka: Mekeo]	jones1998			false
515	cent2101	Melanau (Balingian)	PWMP	mel	Melanau, Central	Malaysia (Sarawak)	[aka: Balingian]				false
836	daro1239	Melanau (Matu)	PWMP	dro	Melanau, Daro-Matu	Malaysia (Sarawak)	[aka: Matu Melanau]				false
349	cent2101	Melanau (Mukah)	PWMP	mel	Melanau, Central	Malaysia (Sarawak)	[aka: Mukah Melanau]	blust1971			false
991	cent2101	Melanau (Sarikei)	PWMP	mel	Melanau, Central	Malaysia (Sarawak)					false
18953	cent2101	Melanau Dalat	PWMP	mel	Melanau, Central	Malaysia (Sarawak)	[aka: Dalat Melanau]				false
576	cent2101	Melanau Dalat (Kampung Kekan)	PWMP							18953	false
577	cent2101	Melanau Dalat (Kampung Teh)	PWMP							18953	false
839	mele1250	Mele-Fila	POC	mxe		Vanuatu	[aka: Ifira-Mere]				false
840	mada1285	Mendak	POC				[aka: Madak]				false
841	meng1267	Mengen	POC	mee		Papua New Guinea					false
19658	meng1267	Mengen (Poeng)	POC				[aka: Poeng]				false
335	ment1249	Mentawai	PWMP	mwv		Indonesia (Sumatra)		morris1900			false
19406	mwer1250	Merig	POC								false
843	merl1237	Merlav	POC	mrm		Vanuatu					false
337	mina1268	Minangkabau	PWMP	min		Indonesia (Sumatra)		wilkinson1959;vandertoorn1891			false
19688	mini1251	Minigir	POC								false
19552	mino1243	Minokok	PWMP								false
846	gebe1237	Minyaifuin	PSHWNG								false
338	miri1269	Miri	PWMP					blust1971			false
848	misi1243	Misima	POC	mpx	Misima-Paneati	Papua New Guinea					false
19232	maya1282	Misool (Coast)	PSHWNG				[aka: Misol]	wallace1962			false
849	moaa1237	Moa	PCMP								false
850	moda1244	Modang (Long Glat)	PWMP	mxd	Modang	Indonesia (Kalimantan)	[aka: Long Glat Modang]				false
341	moke1242	Moken	PWMP	mwt		Myanmar		larish1999			false
342	moki1238	Mokilese	POC	mkj		Micronesia		harrisonandalbert1977			false
19512	molb1237	Molbog	PWMP								false
19480	moli1247	Moli	POC								false
18975	moli1248	Molima	POC	mox		Papua New Guinea		chowningndb			false
854	mond1265	Mondropolon	POC	npn		Papua New Guinea					false
245	mong1342	Mongondow	PWMP	mog		Indonesia (Sulawesi)	[aka: Bolaang Mongondow]	dunnebier1951			false
19034	mono1273	Mono-Alu	POC	mte	Mono	Solomon Islands	[aka: Mono, Alu]	wheeler1926			false
857	morm1235	Moor	PSHWNG				[aka: Mor]	kamholz2011			false
858	more1257	Morella	PCMP								false
859	mori1268	Mori	PWMP								false
19280	mori1269	Mori Atas	PWMP	mzq		Indonesia (Sulawesi)		mead1999			false
19279	mori1268	Mori Bawah	PWMP	xmz		Indonesia (Sulawesi)					false
19456	moro1287	Moronene	PWMP								false
860	moro1286	Morouas	POC	mrp		Vanuatu					false
861	mort1237	Mortlockese	POC	mrl		Micronesia					false
19343	vure1239	Mosina	POC								false
344	mota1237	Mota	POC	mtt		Vanuatu		codringtonandpalmer1896			false
863	motl1237	Motlav	POC	mlv		Vanuatu	[aka: Mwotlap]				false
345	motu1246	Motu	POC	meu		Papua New Guinea		listerturnerandclark1930			false
19530	mouk1240	Mouk	POC								false
19221	mpot1241	Mpotovoro	POC	mvt		Vanuatu					false
866	aree1239	Mukawa	POC	mwc	Are	Papua New Guinea					false
350	muna1247	Muna	PWMP	mnb		Indonesia (Sulawesi)		vandenberg1996			false
868	mung1269	Munggui	PSHWNG	mth		Indonesia (Papua)					false
869	muri1260	Murik	PWMP	mtf		Papua New Guinea		blust1974			false
872	otda1235	Murung	PWMP	otd	Ot Danum	Indonesia (Kalimantan)					false
622	taga1273	Murut (Highland)	PWMP	mvv	Tagal Murut	Malaysia (Sabah)					false
19389	kala1391	Murut (Kalabakan)	PWMP								false
19387	okol1241	Murut (Kolod)	PWMP								false
19033	timu1262	Murut (Lowland)	PWMP								false
876	keni1249	Murut (Nabaay)	PWMP	kxi	Keningau Murut	Malaysia (Sabah)					false
917	palu1253	Murut (Paluan)	PWMP	plz	Paluan	Malaysia (Sabah)					false
470	taga1273	Murut (Tagol)	PWMP	mvv	Tagal Murut	Malaysia (Sabah)		lobel2016			false
1067	timu1262	Murut (Timugon)	PWMP	tih	Timugon Murut	Malaysia (Sabah)		prentice1974			false
19563	papa1268	Murut (Papar)	PWMP				[aka: Papar Murut]				false
19606	seru1246	Murut (Serudong)	PWMP				[aka: Serudong]				false
352	muss1246	Mussau	POC	emi	Mussau-Emira	Papua New Guinea		blust1984			false
19649	mutu1242	Mutu	POC				[aka: Mutu, Tuam-Mutu]	pawleyandpawley1998			false
19524	muyu1244	Muyuw	POC	myw		Papua New Guinea					false
19411	sesa1243	Nakanamanga	POC				[aka: Nguna, Sesake, Woraviu]				false
878	nali1245	Nali	POC	nss		Papua New Guinea		blust1975			false
879	nali1244	Nalik	POC	nal		Papua New Guinea					false
19235	mata1250	Namakir	POC				[aka: Makura, Mataso]	sperlich1991			false
19494	litz1237	Naman	POC	lzl	Litzlitz	Vanuatu	[aka: Litzlitz]				false
881	napu1241	Napu	PWMP	npy		Indonesia (Sulawesi)					false
19532	nara1263	Narango	POC								false
354	naro1251	Narum	PWMP	nrm	Narom	Malaysia (Sarawak)		blust1971			false
19412	nasa1240	Nasarian	POC				[aka: Dixon Reef II]				false
355	naun1237	Nauna	POC	ncn		Papua New Guinea		blust1975			false
885	naur1243	Nauruan	POC	nau		Nauru					false
887	duke1237	Nduke	POC	nke	Duke	Solomon Islands					false
888	neha1247	Nehan	POC	nsn		Papua New Guinea	[aka: Nissan]				false
19519	kuma1276	Nêlêmwa	POC								false
889	nemi1240	Nemi	POC	nem		New Caledonia					false
890	neng1238	Nengone	POC	nen		New Caledonia					false
19623	nese1235	Nese	POC								false
19747	vinm1237	Neve'ei	POC								false
357	ngad1261	Ngadha	PCMP	nxg	Ngad’a	Indonesia (Nusa Tenggara)		arndt1961			false
18577	ngaj1237	Ngaju Dayak	PWMP	nij	Ngaju	Indonesia (Kalimantan)		hardeland1859			false
893	ghar1239	Nggae	POC	gri	Ghari	Solomon Islands					false
359	gela1263	Nggela	POC	nlg	Gela	Solomon Islands		fox1955			false
895	ghar1239	Nggeri	POC	gri	Ghari	Solomon Islands					false
19404	ngin1246	Nginia	POC								false
897	west2513	Ngwatua	POC								false
361	nias1242	Nias	PWMP	nia		Indonesia (Sumatra)		sundermann1905			false
899	nias1242	Nias (Southern)	PWMP	nia	Nias	Indonesia (Sumatra)				361	false
19587	nibo1237	Nibong	PWMP								false
362	niue1239	Niue	POC	niu		Niue		mcewen1970			false
19678	noku1237	Nokuku	POC								false
19474	wusi1237	Nonona	POC								false
874	nort2839	North Ambrym	POC	mmg	Ambrym, North	Vanuatu					false
19644	nort2836	Efate (North)	POC				[aka: North Efate]				false
19261	malo1243	North Malo	POC	mla	Malo	Vanuatu					false
875	nort2847	North Tanna	POC	tnn	Tanna, North	Vanuatu					false
19409	east2443	Northeast Ambae	POC				[aka: Wailengi, Lolomatui, Lolsiwoi]				false
19731	nots1237	Notsi	POC								false
902	nort2867	Nuaulu	PCMP	nni	Nuaulu, North	Indonesia (Maluku)					false
363	nuku1260	Nukuoro	POC	nkr		Micronesia		carrollandsoulik1973			false
19603	nuku1259	Nukuria	POC								false
904	numb1247	Numbami	POC	sij		Papua New Guinea					false
364	biak1248	Numfor	PSHWNG	bhw	Biak	Indonesia (Papua)	[aka: Biak, Numfor-Biak]	vanhasseltandvanhasselt1947			false
19761	nusa1245	Nusa Laut	PCMP								false
19537	nyal1254	Nyelâyu	POC								false
19555	cebu1242	Old Cebuano	PWMP								false
660	kawi1241	Old Javanese	PWMP					zoetmulder1982			false
906	onin1245	Onin	PCMP	oni		Indonesia (Papua)					false
19666	ormu1248	Ormu	POC								false
19671	owaa1237	Owa	POC								false
908	paam1238	Paamese	POC	pma	Paama	Vanuatu	[aka: Paama, Lironesa]	crowley1992			false
19312	pado1242	Padoe	PWMP	pdo		Indonesia (Sulawesi)					false
909	tomb1244	Paitan	PWMP	txa	Tombonuo	Malaysia (Sabah)					false
370	paiw1248	Paiwan	Form.	pwn		Taiwan		ferrell1982			false
19213	paiw1248	Paiwan (Butanglu)	Form.							370	false
19609	paiw1248	Paiwan (Makazayazaya)	Form.							370	false
911	paiw1248	Paiwan (Northeastern)	Form.							370	false
19299	paiw1248	Paiwan (Southern)	Form.							370	false
19215	paiw1248	Paiwan (Tjuabu)	Form.							370	false
18972	paiw1248	Paiwan (Western)	Form.							370	false
371	pakt1239	Pak	POC	pkg	Pak-Tong	Papua New Guinea		blust1975			false
914	paku1239	Paku	PWMP	pku		Indonesia (Kalimantan)					false
19473	pala1343	Pala	POC								false
372	pala1344	Palauan	PWMP	pau		Palau		mcmanusandjosephs1977			false
247	bata1301	Palawan Batak	PWMP	bya	Batak	Philippines		warren1959			false
19486	nucl1738	Palawano	PWMP								false
918	palu1252	Palu'e	PCMP	ple	Palu’e	Indonesia (Nusa Tenggara)					false
19283	nimo1246	Panatinani	POC	nmw	Nimoa	Papua New Guinea					false
919	misi1243	Panayati	POC								false
920	pang1290	Pangasinan	PWMP	pag		Philippines		benton1971			false
19461	sout2856	Pango	POC								false
19707	papa1265	Papapana	POC								false
921	papi1254	Papitalai	POC	pat		Papua New Guinea					false
922	papo1239	Papora	Form.	ppu	Papora-Hoanya	Taiwan					false
19528	papu1251	Papuma	PSHWNG								false
923	pate1247	Patep	POC	ptp		Papua New Guinea		hooley1971;adamsandlauck1975			false
924	patp1243	Patpatar	POC	gfk		Papua New Guinea					false
925	paul1238	Paulohi	PCMP	plh		Indonesia (Maluku)		stresemann1918			false
375	kulo1237	Pazeh	Form.	uun	Kulon-Pazeh	Taiwan		ferrell1968			false
19224	kulo1237	Pazeh (Kahabu)	Form.							375	false
19266	tulu1259	Pelipowai	POC	rak	Tulu-Bohuai	Papua New Guinea					false
18658	east2485	Penan	PWMP	pez	Penan, Eastern	Malaysia (Sarawak)					false
19338	long1406	Penan (Long Labid)	PWMP	ttw	Long Wat	Malaysia (Sarawak)				18658	false
761	west2563	Penan (Long Merigam)	PWMP							18658	false
19041	penc1239	Penchal	POC	pek		Papua New Guinea					false
929	pend1242	Pendau	PWMP	ums		Indonesia (Sulawesi)		quickandquick2005			false
930	sasa1249	Penudjaq	PWMP								false
19346	taje1237	Petapa Taje	PWMP								false
19651	peta1245	Petats	POC					allenandbeaso1975			false
19502	pete1237	Peterara	POC					blackwood1935			false
19515	piam1242	Piamatsina	POC								false
932	buka1257	Piching Land Dayak	PWMP				[aka: Piching]				false
19750	pile1238	Pileni	POC								false
19656	lawu1237	Piva	POC								false
381	pohn1238	Pohnpeian	POC	pon		Micronesia		rehgandsohl1979			false
19733	lala1268	Pokau	POC				[aka: Nara, Lala]	capell1943			false
934	pomm1237	Pom	PSHWNG	pmo		Indonesia (Papua)					false
19729	pona1250	Ponam	POC								false
19570	pono1240	Ponosakan	PWMP	pns		Sulawesi					false
936	tuka1249	Popalia	PWMP								false
19355	gaoo1237	Poro	POC								false
19407	port1285	Port Sandwich	POC								false
19764	truk1243	Proto-Trukic	POC					jackson1983			true
19629	west2844	Proto-Western Micronesian	POC								true
19744	pulo1240	Pulo Annian	POC								false
385	pulu1242	Puluwat	POC	puw	Puluwatese	Micronesia	[aka: Puluwatese]	elbert1972			false
19442	buki1248	Punan Busang (Bukitan)	PWMP				[aka: Bukitan]	ellis1972			false
938	kela1259	Punan Kelai	PWMP								false
19699	puna1266	Punan Tuvu'	PWMP								false
386	puyu1239	Puyuma	Form.	pyu		Taiwan	[aka: Puyuma (Nanwang)]	cauquelin1991			false
940	puyu1239	Puyuma (Chihpen)	Form.							386	false
19212	pina1251	Puyuma (Pinan)	Form.							386	false
941	puyu1239	Puyuma (Rikavong)	Form.							386	false
18964	puyu1239	Puyuma (Tamalakaw)	Form.					tsuchida1980		386	false
19437	nort2836	Pwele	POC								false
19070	admi1239	Proto-Admiralty	POC					blust1975			true
19071		Proto-Ambon	PCMP					stresemann1927			true
19436	aruu1241	Proto-Aru	PCMP					Nivensnd			true
19073	atay1246	Proto-Atayalic	Form.					li1981			true
19072	aust1307	Proto-Austronesian	PAN						PAN		true
19187		Proto-Bungku-Tolaki	PWMP								true
19384	bunu1267	Proto-Bunun	Form.								true
19076		Proto-Central Malayo-Polynesian	PCMP						PCMP		true
19074		Proto-Central-Eastern Malayo-Polynesian	PCEMP						PCEMP		true
19075		Proto-Chamic	PWMP								true
19585	east2493	Proto-East Formosan	Form.								true
19449		Proto-East Gorontalic	PWMP					usup1981			true
19078	goro1273	Proto-Gorontalic	PWMP					usup1981			true
19296	lamp1241	Proto-Lampungic	PWMP								true
19137		Proto-Malayo-Javanic	PMP								true
19081	mala1545	Proto-Malayo-Polynesian	PMP						PMP		true
19079	micr1243	Proto-Micronesian	POC					benderetal2003;benderetal2003a			true
19080	mina1272	Proto-Minahasan	PWMP					sneddon1978			true
19204	moke1241	Proto-Moken-Moklen	PWMP								true
19497	nort3195	Proto-North-Central Vanuatu	POC								true
19082	ocea1241	Proto-Oceanic	POC						POC		true
19083		Proto-Philippines	PPH						PPH		true
19084	poly1242	Proto-Polynesian	POC								true
19085	puyu1239	Proto-Puyuma	Form.								true
19086	ruka1240	Proto-Rukai	Form.					li1977			true
19586		Proto-Sama-Bajaw	PWMP								true
19089	sang1335	Proto-Sangiric	PWMP					sneddon1984			true
19429	sira1267	Proto-Siraya	Form.					adelaar2013			true
19577		Proto-South Aru	PCMP								true
19130		Proto-South Formosan	Form.								true
19642		Proto-South Hebridean	POC								true
19092		Proto-South Sulawesi	PWMP					mills1975			true
19748	sout2868	Proto-Southern Vanuatu	POC								true
19090		Proto-South-Huon-Gulf	POC								true
19088		Proto-Sub-Ambon	PCMP								true
19094		Proto-Western Malayo-Polynesian	PWMP						PWMP		true
19093	will1243	Proto-Willaumez	POC								true
19206	biat1246	Quop Land Dayak	PWMP	bth	Bidayuh, Biatah	Malaysia (Sarawak)	[aka: Quop]				false
943	hano1246	Raga	POC	lml	Hano	Vanuatu					false
19481	urip1239	Rano	POC								false
19251	rapa1244	Rapanui	POC	rap	Rapa Nui	Chile					false
388	raro1241	Rarotongan	POC	rar		Cook Islands		savage1980			false
19551	rata1245	Ratagnon	PWMP								false
389	reja1240	Rejang	PWMP	rej		Indonesia (Sumatra)		jaspan1984;blust1984;mcginn2005			false
391	remb1250	Rembong	PCMP	reb		Indonesia (Nusa Tenggara)		verheijen1977a			false
954	remb1250	Rembong (Wue)	PCMP							391	false
952	remb1250	Rembong (Wangka)	PCMP	reb	Rembong	Indonesia (Nusa Tenggara)				391	false
953	remb1250	Rembong (Waru-Kia)	PCMP							391	false
19485	remo1247	Remontado	PWMP				[aka: Sinauna]				false
