Language	Form	Species
273	laŋkáʔ	Artocarpus heterophylla
273	lawáʔan	Dipterocarpaceae
273	limátuk	Hirudinea
273	lukbán	Citrus grandis
273	lukút-an	Meliponidae
273	lukút-an	Trigona
273	lúŋa	Sesamum indicum
273	lúŋbuy	Eugenia cumini
273	maníʔ	Arachis hypogaea
273	maŋgá	Mangifera indica
273	nága	Pterocarpus indica
273	nátuʔ	Madhuca obovatifolia
273	nítuʔ	Lygodium circinnatum Swartz
273	niyúg	Cocos nucifera
273	pádaŋ	cogon
273	pádaŋ	Imperata
273	páŋdan	Pandanus
273	parásan	Calamus maximus Blanco
273	páray	Oryza sativa
273	patáni	Phaseolus lunatus
273	pitúgu	Cycas circinalis
273	púguʔ	Turnix suscitator fasciata
273	púnay	Treron pompadora axillaris
273	pútat	Barringtonia racemosa
273	rímas	Artocarpus altilis
273	sabʔá	Musa sapientum
273	sága	Abrus precatorius Linn.
273	santúl	Sandoricum koetjape
273	sibúkaw	Caesalpinia sappan
273	sígay	Cypraea moneta
273	siŋkamás	Pachyrrhizus erosus
273	siŋkamás	Pachyrrizus erosus
273	suksúk	Hemidactylus frenatus
273	tagábas	Kaempferia galanga Linn.
273	tágum	Indigofera tinctoria
273	tálun manúk	Gallus gallus gallus
273	tálun manúk	Gallus gallus gallus
273	talúŋ	Solanum melongena
273	taŋan-táŋan	Jatropha curcas
273	táru	Apis
273	tíkiʔ	Gekko gecko
273	tínduk	Musa paradisiaca
273	tínduk	magna Blco.
273	túbli	Derris elliptica
273	tuŋáw	Trombiculicae
273	túway	Venus
273	túʔug	Bischofia javanica
273	wák	Corvus macrorhynchus
273	ʔabaká	Musa textilis Ne'e
273	ʔabaŋʔábaŋ	Oroxylum indicum (Linn.) Vent.
273	ʔagúʔu	Casuarina equisetifolia Linn.
273	ʔalíbun	Blumea balsamifera
273	ʔalúm	Melanolepis multiglandulosa
273	ʔanabú	Abroma augusta L.
273	ʔanaháw	Livistona robinsoniana Becc.
273	ʔanílaw	Tiliaceae
273	ʔanulíŋ	Pisonia umbellifera Seem.
273	ʔanwáŋ	Bubalus mindorensis Heude
273	ʔasín asín	Procris frutescens Blm
273	ʔatís	Anona squamosa Linn.
273	ʔatís	Annona squamosa
273	ʔátis	Annona squamosa
273	ʔaynu	Phragmites australis
273	ʔúbi	Dioscorea alata Linn.
273	ʔuwák	Corvus macrorhynchus
620	a-koko	Euphorbia
620	aku	Katsuwonus pelamys
620	akule	Trachurops crumenophthalmus
620	aɁu	Istiophoridae
620	awa	Chanos chanos
620	awa	Chanos chanos
620	aʔe	sapindus saponaria
620	aʔe	inaequalis
620	aʔe	Fagara
620	aʔe	Xanthoxylum
620	aʔe	Fagara
620	hala	Pandanus odoratissimus
620	hao	Rauvolfia
620	hau	Hibiscus tiliaceus
620	hī-hī-manu	Dasyatidae
620	hī-hī-manu	Myliobatidae
620	hīhī-wai (length unexplained)	Neritina
620	honu	Chelonia mydas
620	ipu	Lagenaria siceraria
620	ipu	L. vulgaris
620	kalo	Colocasia esculenta
620	kamako ~ komako	Lycopersicon esculentum
620	kamani, kamani	Calophyllum inophyllum
620	kī	Cordyline terminalis
620	koa	Acacia koa
620	koa	koa
620	kou	Cordia subcordata
620	ku-kui	Aleurites moluccana
620	lai	Scomberoides
620	lō	Dermaptera
620	mū	Monotaxis grandoculis
620	niu	Cocos nucifera
620	nohu	Scorpaeinidae
620	noni	Morinda citrifolia
620	ono	Acanthocybium solandri
620	palani	Acanthurus dussumieri
620	palapala	Abudefduf abdominalis
620	peʔa-peʔa	Lasiurus semotus
620	pipi	Pinctada radiata
620	pū	Charonia tritonis
620	pueo	Asio flammeus sandwichensis
620	pula	Pempheris mangula
620	pulu	Cibotium
620	uhi	Dioscorea alata
620	uku	Aprion
620	uku	Aprion
620	ula	Panulirus japonicus
620	ʔawa	Piper methysticum
620	ʔaʔawa	Bodianus bilunulatus
620	ʔea	Chelone imbricata
620	ʔie-ʔie	Freycinetia arborea
620	ʔūlili	Heteroscelus incanus
620	ʔulu	Artocarpus incisa
405	widu	Imperata cylindrica
625	nə-gogə	Macaranga tanarius
660	ager-ager	Sphaerococcus lichenoides
660	asana	Terminalia tomentosa
660	bana	Barleria
660	banṭèŋ ~ banṭyaŋ	Bos sundaicus
660	banteŋ ~bantyaŋ	Bos sundaicus
660	barwaŋ, baroŋ	Ursus malayanus
660	ḍaḍap	Erythrina indica
660	dalima, dālima	Punica granatum
660	gaḍuŋ	Dioscorea
660	gayam	Inocarpus
660	hadas	Foeniculum vulgare
660	hali-kukun, wali-kukun	Schoutenia
660	hali-kukun, wali-kukun	Tiliaceae
660	hano	Arenga saccharifera
660	kakap	Lates calcarifer
660	kamiri ~ kameri	Aleurites triloba
660	kamuniŋ	Murraya
660	kanaŋa	Cananga odorata
660	kasumba	Carthamus tinctorius
660	katapaŋ	Terminalia catappa
660	kəraŋ ~ kraŋ	Cardulum edule
660	lutuŋ	Semnopithecus maurus
660	naŋka	Artocarpus integrifolia
660	paṇḍan	Pandanus
660	paŋgaga	Hydrocotyle asiatica
660	paŋi	Pangium edule
660	poh	Mangifera
660	putat	Barringtonia
660	səntul	Sandoricum indicum
660	suntiŋ	Cassia occidentalia
660	tales	Colocasia antiquorum
660	wakuŋ	Crinum asiaticum
660	waliwis	Anas casarca
660	waŋkuḍu	Morinda
660	waru	Hibiscus tiliaceus
660	wulw-an	Nephelium
660	wuni	Antidesma bunius
660	wunut	Ficus
660	wuŋū	Lagerstroemia Reginae
18945	ähuri	triton
18945	älite	Terminalia catappa
18945	arakau	Haliaster girrenera
18945	asusu	Birgus latro
18945	hoi huu	Barringtonia
18945	hu-hunu, roma	Barringtonia
18945	hui	Caladium esculentum
18945	hui	Caladium esculentum
18945	huu	Barringtonia speciosa
18945	keke	Mus rex
18945	kiokio	Halcyon saurophaga
18945	niu	Cocos nucifera
18945	pulu	Parinarium laurinum
18945	rara	Erythrina indica
18945	sälili	Turbo petholatus
18945	sälu	Casuarina equisetifolia
18945	sao	Sagus
18945	ulehu	Oligorus gigas
18945	uli	Spondias dulcis
974	ritu	Eriobotrya deflexa
974	suusuku	Zingiber officinale
974	tanaʔe	Aralia decaisneana
974	valharə	Smilax china
974	ʔulhulhaŋe	Cordia myxa
18946	bbəh	Derris elliptica
400	baŋaʃ	Melia azedarach
400	kæ-Lasəŋ	Laportea
400	layar	Sambucus formosana
400	Liluk	Rubus parvifolius
400	LituɁ	Eriobotrya deflexa
400	maʔaw	Litsea cubea
400	raLaɁ	Liquidambar formosana
400	ʃamor	Sesamum indicum
400	ʃinaɁ	Erechtites
977	layar	Sambucus formosana
977	Liluk	Rubus parvifolius
977	LituɁ	Eriobotrya deflexa
977	raLaɁ	Liquidambar formosana
977	ʃinaɁ	Erechtites
1002	lutukŋ	Semnopithecus maurus
19295	sulig	Caesionidae
19482	bunaʔ	Platax orbicularis
19482	kuhapoʔ	Epinephelidae
19482	kuhapoʔ dapak	Lates calcarifer
19482	puyu-puyu	Pentapodus caninus
981	bilu-bilu	Caranx melampygus
981	bilu-bilu	C. bucculentus
981	bilu-bilu	Ulua mandibularis
981	kulambal	Scopopsis margaritifer
981	kulambal	Gnathodentex aurolineatus
981	lali	Coryphaenidae
981	mamin	Cheilinus diagrammus
981	mamin	C. undulatus
981	tulay	Selar crumenophthalmus
19397	bunat	Derris elliptica
19397	saluyot	Corchorus aestuans
19716	bunat	Derris elliptica
401	ai	why
401	ali	Platophrys
401	ali	Zebrasoma
401	alili	Turbo
401	alimaŋo	Lupea
401	āoa	Ficus
401	ate-ate	Wedelia
401	atu	Katsuwonus
401	atule	Trachurops
401	ava	Chanos
401	ava	Chanos
401	fā	Megalops
401	fai	Dasyatis
401	fala	Pandanus
401	fao	Ochrosia
401	fasa	Pandanus tectorius
401	fau	Hibiscus
401	fetau	Calophyllum
401	fiso	Saccharum
401	fiso	Erianthus maximus
401	fuia	Aplonis feadensis
401	futu	Barringtonia
401	ifi	Inocarpus
401	ifi-lele	Intsia
401	inaŋa	Eleotris
401	iŋaŋa	Eleotris
401	ipo	Sipunculus
401	ise	Hemirhamphus
401	ise	Belone
401	lafa	Ambassis
401	lai	Scomberoides
401	lai	Scomberoides
401	lama	Aleurites
401	lanu	liquor amnii
401	limu-limu	Halophila
401	limu-limu niu	Monogramma
401	lulu	Tylo
401	lulu	Tyto
401	malau	Holocentrus
401	malau	Myripristis
401	mū	Lethrinus
401	mutu	Abedefduf
401	niu piu	Styloma
401	nofu	Scorpaenopsis
401	nofu	Synanceja
401	nonu	Morinda
401	nonu fiʔa-fiʔa	Eugenia
401	palai	Dioscorea
401	palaŋi	Acanthurus
401	palolo	Eunice
401	palu	Aphareus
401	papa	Epinephelus
401	pele	Hibiscus
401	penu	Bischofia
401	pipi	Asaphis
401	pū	Tritonium
401	pū	Cassis
401	pua	Gardenia
401	pua	Gardenia
401	pua	Gardenia
401	pua fiti	Plumeria
401	pua-lulu	Fagraea
401	pula	Pempheris
401	pule	Cypraea
401	pule	Ovulum
401	pule	Ovulum
401	pulu	Euphorbia
401	salato	Laportea
401	sāvaɁi	Boletia
401	seŋa(vao)	Vini australis
401	sumu	Balistes
401	sumu	Balistapus
401	tae-ʔoti	Ageratum
401	tāiva	Lutjanus
401	talie	Terminalia catappa
401	talo	Colocasia
401	tā-malau	Holocentrus
401	tamanu	Callophyllum
401	taŋafa	Cheilinus
401	tautu	Diodon
401	tava	Pometia
401	tavai	Rhus
401	tī	Cordyline
401	tifi-tifi	Chaetodon
401	tifi-tifi	Holacanthus
401	tio	Vermetus
401	toa	Casuarina
401	toŋo	Rhizophora
401	toŋo	Bruguiera
401	tuna	Anguilla
401	tupa	Cardisoma sp.
401	tupa	Cardisoma
401	tuʔuʔu	Abedefduf, Pomacentrus
401	tuʔuʔu	Chromis
401	ufi	Dioscorea
401	uli-seŋa	Caesio
401	ulua	Caranx
401	ume	Naso
401	utu	Aprion virescens
401	ʔasi	Arca
401	ʔie-ʔie	Freycinetia
401	ʔoʔa	Bischofia
401	ʔulu	Artocarpus
401	ʔuʔa	Sesarma
401	ʔuʔu	Modiola
402	atiseʔ	Anona squamosa
402	atisəʔ	Annona squamosa
402	bahu	Hibiscus tiliaceus
402	balimbiŋ	Averrhoa carambola
402	dedaʔ	Erythrina indica
402	duluŋ	Halicore dugong
402	e-ké	Imperata cylindrica
402	hesaŋ	Imperata cylindrica
402	kanume	Anacardiaceae
402	kanume	Semecarpus heterophylla
402	kima	Tridacna gigas
402	kuniʔ	Curcuma longa
402	pahepaʔ	Rhizophora conjugata
402	silahəʔ	Corypha umbraculifera
402	tahuŋ	Indigofera tinctoria
402	tanaŋo	Stenocoris varicordia
402	taŋihi	pangaluang
402	tuwa	Milettia servicea
989	kamʷa-kamʷa	Ficus wassa
990	dalima	Punica granatum
404	amplas	Tetracera assa
404	aŋsana	Terminalia tomentosa
404	ate	Graptophyllum pitum Griff.
404	bagu	Gnetum gnemon
404	bakoŋ	Crinum asiaticum
404	banar	Dioscorea hirsuta
404	banar	Smilax zeylanica
404	beŋkudu	Morinda citrifolia
404	bila	Feronia elephantum corr.
404	biraʔ	Alocasia indica
404	bulu-an	Nephelium lappaceum
404	bunut	Ficus
404	buŋa	Gossypium
404	burne	Antidesma bunius
404	darat	terra firma
404	gaduŋ	Dioscorea hirsuta
404	gambir	Uncaria gambir
404	geliŋgaŋ	Cassia alata Linn.
404	gərami	Osphromenus olfax
404	ibus	Corypha gebanga
404	ipil	Intsia
404	kemaŋi	Ocimum sanctum L.
404	kesambiʔ	Schleichera trijuga
404	kəsumba	Carthamus tinctorius
404	kətaŋan	Jatropha curcas
404	kuluh	Artocarpus communis
404	limo	Citrus maximus
404	lutuŋ	Semnopithecus maurus
404	naŋka	Artocarpus integrifolia
404	pandan	Pandanaceae
404	paoʔ	Mangifera indica
404	puneʔ	Osmotreron vernans
404	saga	Abrus precatorius L.
404	səntul	Sandoricum indicum
404	sepaŋ	Caesalpinia sappan
404	sukun	Artocarpus laevis
404	tai-n aŋin	Lichen capillaris
404	təŋiri	Scomberomorus Cybium
404	tua	Derris
993	kətaŋan	Jatropha curcas
19336	yaniy	Epinephelidae
407	dara	Liquidambar formosana
407	gitu	Eriobotrya deflexa
407	gmeya	Imperata cylindrica
19214	dara	Liquidambar formosana
19214	gmeya	Imperata cylindrica
19050	hita	Calophyllum inophyllum
19050	talil	Terminalia catappa
19050	to	Intsia bijuga
668	ʔaan	Inocarpus fagifer
410	tseta	Parinarium laurinum
19334	kivi(aitu)	Heteroscelus brevipes
19334	kivi(talei)	Arenaria interpres
415	abawaŋ	Mangifera odorata
415	anifuŋ	Oncosperma
415	antimon	Cucumis sativa L.
415	bahuʔ, baxuʔ	Framboesia
415	balanaʔ	Mugilidae
415	baluŋ	Ardea sumatrana
415	béawaʔ, féawaʔ	Varanus neculosus
415	bila	Alocasia indica
415	butun	Barringtonia speciosa Forst.
415	kimo	Tridacna
415	lotuŋ	Semnopithecus maurus
415	pandan	Pandanus odoratissimus
415	rumbio	Metroxylon Rumphii
415	suʔa	Gnetum gnemon L.
415	tufa	Derris elliptica
419	bahu	Hibiscus tiliaceus
419	pontoŋ	Gigantochloa aspera Kurz
419	talise	Canarium moluccanum
419	waka-c	Rhizophore
19705	hunuan	Macaranga
420	jao	line
1021	ahiʔ	Parinarium laurinum
1021	moy	Pandanus conoideus
1021	tow	Intsia bijuga
19314	na-kur	Morinda citrifolia
19314	n-vak	Pandanius dubius
996	vuei	Tyto alba
421	delay	Coix lachryma-jobi
421	gutuŋ	Macaca fascicularis
421	katawa	Crotalaria mucronata
421	katawa	Fabaceae
421	lamay	Mallotus lackeyi
421	namut-namut	Cynometra ramiflora
421	sili-sili	Solanum nigrum
421	tolisoy	Terminalia catappa
19223	katawa	Crotalaria mucronata
19223	katawa	Fabaceae
19223	lamay	Mallotus lackeyi
19223	sili-sili	Solanum nigrum
19223	tolisoy	Terminalia catappa
418	caŋkudu	Morinda
418	hatɨp	Imperata cylindrica
418	ɨrih	Imperata cylindrica L.
418	nibuŋ	Areca
19535	n/vau	Hibiscus tiliaceus
19535	na-toŋ	Ficus granatum
18947	alu	Lansium domesticum
18947	alu	Casuarina
18947	ambaaŋ	Mangifera odorata
18947	ampallaʔ	Ficus semicordata
18947	aŋin-aŋin	Usnea barbata
18947	bakan	Litsea
18947	bamban	Grewia laevigata
18947	baŋa	Metroxylon elatum Mart.
18947	bila	Aegle marmelos Correma
18947	bilante	Homalanthus populneus
18947	biteʔ	Colocasia
18947	buli	Bridelia minutiflora
18947	bulu-an	Nephelium lappaceum
18947	dalle	Zea mays
18947	dalle sisikan	Coix lachryma-jobi
18947	induk	Arenga saccharifera
18947	kaladi	Colocasia antiquorum
18947	kaliki	Carica Papaya
18947	kayu saŋbataŋ	one
18947	kuniʔ	Curcuma domestica
18947	laŋa	Sesamum indicum
18947	le-latiŋ	Laportea
18947	lipan	Scolopendra
18947	naŋkaʔ	Artocarpus heterophylla
18947	nipa	Nipa fruticans
18947	nuaŋ	Anoa depressicornis
18947	panaʔ	Zingiber officinale
18947	pano	Pityriasis flava
18947	paŋgaga	Hydrocotyle asiatica
18947	paŋi	Pangium edule
18947	patuŋ, pattuŋ	D. flagellifer
18947	raʔdaʔ	Erythrina microcarpa
18947	ria	Imperata cylindrica
18947	rumbia	Colocasia
18947	sarre	Andropogon nardus
18947	sissik	Tinea imbricata
18947	tarun	Indigofera
18947	tua	Derris elliptica
423	agúho	Casuarina equisetifolia
423	agúho	Casuarina equisetifolia
423	alim	Melanolepis multiglandulosa
423	alupag	Nephelium lappaceum
423	anáhaw	Livistona
423	atipuo	Artocarpus altilis
423	bakoŋ	Crinum asiaticum
423	balátoŋ	Phaseolus aureus Roxb.
423	balilá	Trichiurus haumela
423	balíli	Panicum stagninum
423	balíli	Panicum stagninum
423	balimbíŋ	Averrhoa carambola Linn.
423	bambán	Donax cannaeformis
423	bambaŋin	Lutjanus fulvus
423	banabá	Lagerstroemia speciosa Linn.
423	bának	Mugil waigensis
423	banasi	Planchonella obovata
423	bani	Pongamia pinnata
423	banuaŋ	Octomeles
423	baŋkúro	Morinda citrifolia
423	bayaŋ bayaŋ	Amaranthus spinosus
423	bigá	Alocasia macrorrhiza
423	binuaŋ	Octomeles sumatrana
423	bugós	Acalypha amentacea
423	bula	Shorea albus
423	bulí	Corypha elata Roxb.
423	buta buta ~ buta	Excoecaria agallocha
423	butéte	Tetrodon lunaris
423	dalima	Punica granatum
423	dáwa	Setaria italica
423	dáyap	Citrus aurantifolia
423	ditáʔ	Alstonia scholaris
423	gala-gala	Agathis celebica
423	gihóʔ	Shorea guiso
423	gúgoʔ	Ganphyllum falcatum
423	háras	Foeniculum vulgare
423	ibus	Corypha utan
423	ibus	Arecaceae
423	iŋas	Litsea glutinosa
423	irok	Arenga saccharifera
423	kabatéte	Alsomitra macrocarpa
423	kabatéte	Cucurbitaceae
423	kabit-kabag	Caesalpinia bonduc
423	kalamansíʔ	Aldonisis
423	kalayo	Lepisantheses rubiginosa
423	kalumpáŋ	Sterculia foetida
423	kanawa	Ehretia acuminata
423	kapís	Placuna placenta
423	katápaŋ	Lithocarpus jordanae
423	katápaŋ	Fagaceae
423	kulási	Scyphiphora hydrophyllacea
423	kunti	Solanum nigrum
423	litsón	lechon
423	litsón	lechon
423	mali	Leea indica
423	nára	Pterocarpus
423	pagátpat	Sonneratia caseolaris
423	palawag	Terminalia citrina
423	paláwan	Cyrtosperma merkush
423	palawan	Cyrtosperma merkush Schott.
423	pális	Callicarpa formosana Rolfe
423	pandán	Pandanus odoratissimus
423	patugo	Cycas rumphii
423	piaŋa	Ganua obovatifolia
423	putat	Barringtonia acutangula
423	sabasa	Scyphiphora hydrophyllacea
423	síli	chile
423	tabaŋag	Glochidion
423	tabaŋag	Euphorbiaceae
423	talakitok	cavalla
423	tálaŋ	Diospyros
423	talínum	Talinum paniculatum
423	talisay	Terminalia catappa
423	taluloŋ	Quisqualis indica
423	támo	Curcuma zedoaria
423	táŋan-táŋan	Ricinus communis
423	ta-taŋga-n	Millingtonia hortensis
423	tibíg	Ficus benguetensis
423	tibíg	Moraceae
423	tuŋaw	Astronia
423	tuwi-tuwi	Radermachera gigantea
423	ulayan	Lithocarpus
423	yakál	Hopea flagata
1041	ful	Piper betle
1041	ful	Piper betle
1041	kuk	Anadara
19333	natu	Madhuca obovata
19333	sivi	Chalcopsitta cardinalis
1044	kapig	Syzygium malaccense
425	aːsem	Lygodium
425	bek	Pteropus
425	fit	Imperata cylindrica
425	fut	Barringtonia asiatica
425	lae	Zingiber officinale
425	parur	Palolo viridus
19252	dugyan	Durio graveolens
18831	atis	Annona squamosa
18831	atis	Annona squamosa
18831	bakkaw	Rhizophora
18831	balunug	Buchanania arborescens
18831	balunut	Mangifera caesia
18831	baŋkudu	Morinda bracteata
18831	bubog	Sterculia foetida
18831	buggus	Acalypha amentacea
18831	buta-buta	Excoecaria agallocha
18831	dalimaʔ	Punica granatum
18831	dawa	Setaria italica
18831	dulaw	Curcuma longa
18831	gataŋ-gataŋ	Spilanthes iabadicensis
18831	kapuk	Ceiba pentandra
18831	kayam	Inocarpus fagifera
18831	maŋga	Mangifera indica
18831	nipaʔ	Nipa fruticans
18831	niyug	Cocos nucifera
18831	yakal	Shorea
19175	busaw	Bong Busaw
19175	halay	Oryza sativa
19175	kebeg	Ptenochirus jagorii
19175	kmatiʔ	Lycopersicon lycopersicum
19175	kolon	Imperata cylindrica
19175	kulót	Cookeina
19175	kulót	Octospora
19175	kulót	Sarcosoma
19175	kunil	Curcuma domestica
19175	kutu	Pediculus humanus
19175	labuk	Lagenaria siceraria
19175	leʔiye	Zingiber officinale
19175	siŋkamas	Pachyrrhizus erosus
19175	sledeŋ	Cervus alfredi
19175	taboŋ galag	Ixora bartlingii
19175	taboŋ galag	Rubiaceae
19175	taŋkuŋ ~ tlaŋkuŋ	Ipomoea aquatica
1059	pes	Pongamia pinnata
1059	toto-kururu	Nesasio solomonensis
1060	ai hane-k	Alstonia scholaris
1060	ai na	Pterocarpus indicus
1060	bua	Areca catechu
1060	bubul, bubur	Eucalyptus
1060	fau	Hibiscus tiliaceus
1060	fia	Arum
1060	kamii	Aleurites Moluccana
1060	kulu	Artocarpus
1060	lena	Sesamum indicum
1060	nenu-k	Morinda tinctoria
1060	tamati	Lycopersicon esculentum
1060	tamati	tomate
1060	taun	Indigofera
1060	tohu	Saccharum officinarum
1060	tuna	Congidae
1060	turi	Sesbania grandiflora
1062	cumay	Selenarctos thibetanus formosanus
1062	fakun	Crinum asiaticum
1062	fakun	Amaryllidaceae
1062	falhuz	Columbidae
1062	flhush	Rhus semialata
1062	kuaw	Spilornis cheela hoya
1062	kuzkuz	Arborophila crudigularis
1062	kuzkuz	Phasianidae
1062	lhalha	Aceraceae
1062	lhari	Colocasia esculenta
1062	lhimza	Imperata cylindrica
1062	lhizash-an	Lophura swinhoii
1062	maqaw	Litsea cubea
1062	maqaw	Lauraceae
1062	mumu	Talpa micrura insularis
1062	mumu	Talpa micrura insularis
1062	qalhum	Manis pentadactyla
1062	qcipa	Amyda sinensis
1062	rucun	Macaca cyclopis
1062	rukcaw	Neofelis nebulosa brachyurus
1062	shamaq	Lactuca indica
1062	shawiki	Areca catechu
1062	sisi	Capricornis crispus swinhoei
1062	suksuk	Zingiber officinale
1062	ta-tanaq	Aralia decaisneana
1062	tufúsh	Saccharum officinarum
1062	wazish	Sus scrofa taivanus
19335	karāpusi	Acalypha hispida
19335	karāpusi	Macaranga
19335	kasi	Asaphis violascens
19335	sao-sao	Sphyraena
19335	saputu	Lethrinus kallopterus
19335	sivi	Trichoglossus haematodus
433	bakaw	Rhizophora candellaria
433	bakaw	Rhizophora mucronata
433	banar	Smilax
433	banban	Maranta arundinacea
433	bayug rebuk	Dendrocalamus merrillianus
433	belanak	Mugil
433	benuwoŋ	Endospermum peltatum Merr.
433	benuwoŋ	Endospermum peltatum Merr.
433	beruwow	Diplodiscus paniculatus
433	biraʔ	Alocasia macrorrhiza (Linn.) Schott.
433	bitoro	Cycas rumphii
433	bulow	Litsea
433	buraʔ	Cacatua haematuropygia PLS. Müller
433	butiti	Tetradon lunaris Bl.
433	darit	Spilornis cheela holospilsus
433	fagew	Athyrium esculentum
433	farey	Oryza sativa
433	faʔit	Cyprinidae
433	feriyaʔ	Trichosanthes quinquangulata A. Grey
433	feriyaʔ	Momordica charantia L.
433	fitfit	Monticola solitaria philippinensis
433	kafuk	Ceiba pentandra
433	kakaw	Theobroma cacao
433	kamaŋkis	Lycopersicum esculentum
433	keluŋkuŋ	Otus
433	kulot	Polyporus
433	kurafu	Epinephelus
433	labuʔ	Lagenaria leucantha
433	lateŋ	Trema orientalis
433	leŋoh	Sesamum orientale
433	libos	Spondias purpurea
433	maniʔ	Arachis hypogaea
433	manuk	Gallus gallus
433	marafati	Columba livia
433	muntey	Citrus hystrix D.C.
433	nara	Pterocarpus indica
433	noŋo	Calamus
433	nunuk	Ficus benjamina L
433	santol	Sandoricum koetjape (Burm. f.) Merr.
433	santol	Sandoricum koetjape
433	santol	Sandoricum koetjape
433	seladeŋ	Cervus francianus Heude
433	sesed	Fimbristylis globulosa
433	siŋkamas	Pachyrrhizus erosus
433	siror	Corypha elata
433	suro	Schistostachyum
433	tabakuʔ	Nicotiana tabacum
433	t-er-ektek	Hemidactylus frenatus Duméril and Bibron
433	tudiʔ	Sesbania grandiflora (Linn.) Pers.
433	tukak	Qxyglossus laevis
433	tuwok	Areca caliso
433	ʔabal-ʔabal	Leucopholis irrorata Chevrolat
433	ʔatis	Anona squamosa Linn.
433	ʔatis	Annona squamosa
433	ʔatis	Annona squamosa
433	ʔibaʔ	Averrhoa carambola L.
433	ʔifil-ʔifil	Leucaena glauca L. Benth.
433	ʔitil	Kingiodendron alternifoliolum (Merr.)
433	ʔubi	Ipomoea batatas Linn.
433	ʔufah	Gallus gallus (Linn.)
433	ʔuwak	Corvus macrorhynchus Wagler
433	ʔuwar	Flagellaria indica Linn.
1070	alit	Parinarium laurinum
1070	kamatu	Bolbometopon
1070	kamey	Elagatis bipinnulata
1070	kasi	Lethrinus miniatus
1070	kolaŋ	Lethrinidae
1070	kulap	Lethrinidae
1070	patan-ci	Cordyline
1070	patan-ci	Dracaena
427	-an	to the repeated occurrence
427	-an	its occurring on and off
427	-an	where it is customary for someone to walk
427	-an	place
427	badak	Rhinoceros sumatrensis
427	bira	Colocasia esculenta
427	botik	Carica papaya
427	gambir	Uncaria gambir
427	-i	from, along, about, over, before, with, on
427	-i	to
427	ihan buntal	Tetrodon
427	labi	Trionyx
427	loŋa	Sesamum indicum
427	maos	Simia satyrus
427	oŋgaŋ	Buceros bicornis
427	oru	Casuarina equisetifolia L.
427	raru	Peltophorumferrugineum
427	tuak	Arenga saccharifera
1073	aua	Neomyxus chaptalii
1073	aua	Neomyxus chaptalii
1073	hao-hao	Sphyraena forsteri
19416	atun	Scombridae
19416	banar	Thespesia populnea
19416	bua	Wedelia biflora
19416	bua-i	Areca catechu
19416	bubu	Columbrina asiatica
19416	buna	Aldirhinus insolitus
19416	buni	Calophyllum inophyllum
19416	daulə	Fregata ariel
19416	kabau	Uromys rufescens
19416	kara	Dendrocnide sessiflora, Laportea interrupta
19416	katita	Parinari laurinum
19416	kaupa	Mus browni
19416	kik	Halcyon chloris
19416	kik	Halcyon sancta
19416	kik	Halcyon chloris
19416	kik	H. sancta
19416	ko-kor	Mangifera minor
19416	kua-kua	Macropygia carteretia
19416	kua-kua	Macropygia nigirostris
19416	kuka	Cancer
19416	mal	Brousonnetia papyrifera
19416	mami	Dioscorea rubicosa
19416	mamin	Anableps tetrophthalmus
19416	mata na kul	Turbo marmoratus
19416	pina	Conus geographus
19416	talia	Terminalia litoralis
19416	taŋa-tata	Ficus tinctoria
19416	taragau	Pandion haliaetus
19416	tauru	Strombus epidromus
19416	tita	Parinarium laurinum
19416	vail-ail	Pongamia Pinnata
19416	valearu	Merremia peltata
19416	vau	Kleinhovia hospita
19416	vaum	Pandanius dubius
19416	vuirə	Aplonis
19416	wutun	Barringtonia speciosa
19188	togas	Eusideroxylon zwageri
434	aŋo	Curcuma longa
434	fao	Ochrosia parviflora
434	fehi	Intsia bijuga
434	fekika	Eugenia malaccensis, Myrtaceae
434	fetaʔu	Calophyllum
434	futu	Barringtonia
434	heŋa	Vini australis
434	hoputu	Lethrinus miniatus
434	hoputu	Lutjanus gibbus
434	ifi	Inocarpus edulis
434	kava	Piper methysticum
434	koka	Bischofia javanica
434	lave	tavake
434	nonu	Morinda citrifolia
434	pele	Abelmoschus manihot
434	piu, niu piu	Eupritchardia pacifica
434	pua	Fagraea berteroana
434	pua	Fragraea berteriana
434	pula	Solanum
434	sī	Cordyline terminalis
434	siko-tā	Halcyon chloris
434	talo	Caladium esculentum
434	tavahi	Rhus taitensis
434	telie	Terminalia
434	tou	Cordia aspera
434	ʔufi	Dioscorea alata
19052	kanari	Canarium commune
19052	ma-palu	Arenga saccharifera
19052	puni	Alsophila
19052	raʔdap	Erythrina indica
19052	ruyuŋ	Halicore dugong
19052	suka	Gnetum gnemon L.
19052	tambal	Labiatea
19052	toŋko-ate	Dischida maxima
19052	tuwa	Calophyllum inophyllum
19052	uwi	Dioscorea alata
19052	uwi	Ipomoea batatas
19052	uwi kayu	Manihot utilissima
19052	wulam-bulan	Megalops cyprinoides
19052	wuʔnut	Columbia serratifolia
19052	wuʔnut	Ficus
19197	kosa	Scarus
19197	suru	Lethrinus ramak
19197	tabaɁa	Alstonia scholaris
19197	ʔafe	Percnon planissimum
19197	ʔima	Tridacna
19197	ʔulafu	Epinephelus chlorostigma
19197	ʔulafu	Epinephelus morrhus
19197	ʔulafu	Epinephelus microdon
