Language	Form	Species
276	teŋgíri	Cybium
276	tərap	Artocarpus
276	tubai	Derris
276	tubai	Derris malaccensis
276	tubai	D. elegans
276	tubai	D. thyrsiflora
276	tubai	D. elliptica
276	tubai	D. trifoliate
276	tubai	D. uliginosa
276	tubai	Diospyros
276	tubai	Croton
276	tubai	Diospyros
276	tubai	Calophyllum muscigerum
276	tubai	Barringtonia
276	tubai	Linostoma pauciflora
276	tubai	Blumea balsamifera
276	tubai	Sapium indicum
276	tuiʔ	Ixonanthes icosandra
276	ukaŋ	Nycticebus coucang borneanus Lyon
276	ular daun	Dryophis
276	upas	Antiaria
276	wi segaʔ	Calamus
276	wi segaʔ	C. cassius Bl
633	anabo	Abroma augusta L.
633	a-nipa	Nypa fruticans
633	bagaŋ	Amorphophallus campanulatus
633	balinu	Nymphaea nouchali
633	baruy	Pterospermum niveum
633	basula	Solanum ferox
633	piaŋa	Ganua obovatifolia
633	saleŋ	Agathis philippinensis
633	talaŋ	Diospyros
633	taluloŋ	Quisqualis indica
19385	badici	Ficus stipulosa
19385	bahosa	Solanum melongena
19385	chipoho	Artocarpus altilis
19385	kabatiti	luffa
19385	kotay	Citrus nobilis
19385	maroŋgay	Moringa oleifera
19385	sago	Cycas revoluta
19385	salōyot	Hibiscus esculentus
19385	salōyot	Abelmoschus esculentus
19385	tavayay	Lagenaria leucantha
18943	ləŋkuas	Alpinia galanga
19667	fififi	Calidris ruficollis
636	amták	Phaseolus radiatus Linn.
636	amtí	Solanum nigrum
636	amtí	Solanum nigrum
636	aplah	Moraceae
636	aplah	Ficus odorata Blanco Merr.
636	aplah	F. ulmifolia Lamk.
636	āpoh	Gossypium barbadense
636	āpoh	Ceiba pentandra
636	atóp	Imperata cylindrica
636	balátoŋ	Phaseolus radiatus L.
636	bīla	Araceae Alocasia heterophylla [presl.] Merr.
636	biláu	Miscanthus sinensis Andr.
636	bugnáy	Antidesma bunius [Linn.]
636	bugné	Antidesma bunius Spreng. (Euph.)
636	būlu	Schizostachyum lumampao
636	buyut	Drymaria cordata Caryophyl.
636	dáya	Dáya
636	dáya	Dáya
636	dulí-dulí	dulí-dulí
636	gūlun	Imperata exaltata
636	gūlun	cogon
636	honhón	per se
636	ípil	Intsia bijuga (Colebr.)
636	kamātis	Lycopersicum esculentum
636	kápoh	Gossypium paniculatum
636	kīaw	Gallinula chloropus Linn.
636	láya	Zingiber officinale
636	lukbán	Citrus decumana
636	niyúg	Cocos nucifera
636	panniʔ	Pteropus Leucopterus
636	pa-paʔu	Athyrium esculentum
636	taluŋ	Solanum melongena
636	taŋlág	Themeda gigtantea
636	tūba	Meliaceae Dysoxylam
636	túba	Jatropha curcas
636	túba	Euph
636	tugi	Dioscorea esculenta
636	uway	Palmae Calamus mindorensis
18225	amtí	Solanum nigrum
18225	aplah	Moraceae
18225	aplah	Ficus odorata Blanco Merr.
18225	aplah	F. ulmifolia Lamk.
18225	āpoh	Gossypium barbadense
18225	āpoh	Ceiba pentandra
18225	bīla	Araceae Alocasia heterophylla [presl.] Merr.
18225	bugnáy	Antidesma bunius [Linn.]
18225	būlu	Schizostachyum lumampao
18225	buyut	Drymaria cordata Caryophyl.
18225	gūlun	Imperata exaltata
18225	gūlun	cogon
18225	kamātis	Lycopersicum esculentum
18225	panniʔ	Pteropus Leucopterus
18225	pa-paʔu	Athyrium esculentum
18225	taluŋ	Solanum melongena
18225	tūba	Meliaceae Dysoxylam
18225	tugi	Dioscorea esculenta
18225	uway	Palmae Calamus mindorensis
279	ag-siám	novena
279	anáaw	Livistona rotundifolia
279	anabo	Abroma augusta L.
279	anám	Glochidion philippicum
279	aníbuŋ	Caryota cumingii Lodd.
279	apátot	Morinda bracteata
279	aroó	Casuarina equisetifolia Forst.
279	aroó	Casuarina equisetifolia Forst.
279	atép	Imperata cylindrica
279	átis	cherimoya
279	átis	anónas
279	átis	Annona squamosa
279	átis	Annona squamosa
279	bagbafg	Erythrina indica Lam
279	bagobo	Diplodiscus paniculatus
279	bákoŋ	Crinum asiaticum
279	balátoŋ	Phaseolus radiatus
279	bálaw	Dipterocarpus
279	baláyaŋ	Musa
279	balíti	Ficus
279	balíti	F. indica L.
279	balíti	F. stipulosa Miq.
279	balíti	F. benjamina L.
279	balíti	F. concinna Miq.
279	banabá	Lagerstroemia speciosa (L.)
279	banág	Smilax bracteata Presl.
279	baní	Pongamia mitis
279	baní	Pongamia mitis (L.) Merr.
279	baní	Pongamia mitis
279	baŋar	Sterculia foetida
279	bíga	Alocasia indica (Roxb.) Schott.
279	bittáug	Calophyllum inophyllum L.
279	boá	Areca catechu L.
279	bólo	Schizostachyum mucronatum
279	bubor	Sterculia foetida
279	bugnáy	Antidesma bunius (L.) Spreng.
279	burí	Corypha elata
279	buy-buyók	Parosela glandulosa (Blanco) Merr.
279	dalág	Ophiocephalus striatus
279	daláyap	Citrus lima
279	dal-dalág	Synodontidae
279	dalúpaŋ	Thespesia lampas
279	daó	Dracontomelum
279	dayaŋdáŋ	Lunasia amara
279	dúŋun	Heritiera littoralis
279	gala	Agathis celebica
279	ílek	Kyphosus
279	ípil	Intsia bijuga (Colebr.) O. Kuntze.
279	kabási	Anodontostoma
279	kabatíti	Luffa cylindrica
279	kabit	Caesalpinia bonduc
279	kab-kabal-an	Acanthurus triostegus
279	kablíŋ	Pogostemon cablin
279	kagtéŋ	Eleotris melanosoma
279	kahél	cahel
279	kalamansí ~ kalamansíŋ	Citrus mitis
279	kalamutiŋ	Pouteria macrantha
279	kalamutiŋ	Sapotaceae
279	kalantás	Cedrela
279	kal-kaláwag	Rivea
279	kamágoŋ	Diospyros discolor
279	kamantígi	Impatiens balsamina
279	kamugaw ~ kamulaw	Citrus hystrix
279	kamugaw ~ kamulaw	Citrus hystrix
279	kandóŋ	Memecylon umbrellatum
279	kanúmay	Diospyros multiflora
279	kasumbá	Carthamus tinctorius
279	katúd	Eclipta alba (L.) Hassk.
279	katúday	Sesbania grandiflora
279	kaw-kawáyan	Panicum crusgalli
279	kíliŋ	Bambusa  vulgaris
279	kúnig	Curcuma zedoaria
279	kúpaŋ	Parkia
279	lamay	Mallotus lackeyi
279	lanót-an	Bombicydendron vidalianum
279	laŋkók	adductor pollicis
279	laŋkuás	Alpinia galanga
279	layá	Zingiber officinale
279	leŋŋa	Sesamum orientale
279	libás	Momordica ovata
279	lípay	Mucuna
279	lukbán	Citrus decumana
279	luŋbóy	Eugenia jambolana
279	mabúlo	Diospyros discolor
279	makúpa	Eugenia javanica
279	mata-án	Rastrelliger chrysozomus
279	mataán	Rastrelliger chrysozonas
279	mulmól	Scaridae
279	namot	Cynometra ramiflora
279	náŋka	Artocarpus integrifolia
279	narrá	Pterocarpus
279	nióg	Cocos nucifera
279	níto	Lygodium flexuosum, Lygodium
279	págay	Oryza sativa
279	paít-an	Lunasia amara
279	pakó	Athurium Esculentum
279	palásan	Calamus mollis
279	paŋdán	Pandanus tectorius Sol.
279	pariá	Momordica charantia L
279	patáni	Phaseolus lunatus
279	piaŋa	Ganua obovatifolia
279	rímas	Artocarpus communis
279	sagisí	Heterospathe elata
279	sagó	Maranta arundinacea
279	sáleŋ	Pinus insularis
279	salonay	Wedelia biflora
279	salúyot	Corchorus olitorium
279	sámak	Macaranga tanarius
279	samón	Themada triandra Linn.
279	santán	Ixora chinensis
279	santól	Sandoricum koetjape
279	sapáŋ	Caesalpinia sappan L.
279	sapáŋ	Caesalpinia sappan
279	sapsáp	Leiognathidae
279	sibúkaw	Caesalpinia sp.
279	siít-an	Bambusa blumeana
279	sílag	Corypha elata
279	síli	Capsicum
279	sili-sili	Solanum luzoniense
279	siŋkámas	jícama
279	siŋkámas	Pachyrrhizus erosus
279	suá	Citrus decumana
279	talakítok	Caranx
279	taluloŋ	Quisqualis indica
279	tan-tandók	Gynandropsis pentaphylla (L.) DC.
279	taŋa	Prunus marsupialis
279	tebbég	Ficus
279	túba	Croton
279	tugí	Dioscorea fasciculata
279	tuí	Dolichandrone spathacea
279	tuliŋán	Rastrelliger chrysozonus
279	úbi	Dioscorea alata Linn.
279	yakál	Hopea
646	anafu	Abroma augusta L.
647	adās	Scleria
647	ammáy	Oryza sativa L.
647	amsí	Solanum nigrum
647	aníboŋ	Caryota cumingii Lodd.
647	antáʔ	Vigna sinensis (L.) Endl.
647	apátut	Morinda bracteata
647	aplāt	Ficus cumingii. Miq.
647	aplāt	Ficus odorata (Blanco) Merr.
647	aplāt	Ficus ulmifolia. Lam.
647	balátoŋ	Phaseolus radiatus
647	baláyaŋ	Musa sapientum L.
647	balísi	Ficus indica L.
647	bambán	Donax cannaeformis Rolfe
647	baraŋan	Musa sapientum L.
647	baraŋan	Musa sapientum L.
647	bíxa	Alocasia indica (Roxb.) Schott.
647	bowá	Areca catechu L.
647	bugnáy	Antidesma bunius (L.) Spreng.
647	daláyap	Citrus lima
647	danāg	Ficus indica
647	disól	Kaempferia galanga
647	im-bul-buláw	Homalanthus
647	ípil	Intsia bijuga (Colebr.) O. Kuntze.
647	katawá	Ricinus communis
647	katúday	Sesbania grandiflora
647	kawáyan	Bambusa blumeana
647	kulambág (&lt; H)	Chiroptera
647	k&lt;um&gt;áyo	Manihot utilissima
647	kúnig	Curcuma zedoaria
647	kuttáy	Citrus aurantium
647	laŋká	Artocarpus integrifolia
647	laŋŋá	Sesamum orientale
647	loŋbóy	Eugenia jambolana
647	ma-núba	Croton tiglium
647	óoŋ	Agaricaceae
647	pakó	Athyrium esculentum
647	pariyá	Momordica charantia L.
647	piŋgán	xúsi
647	sabá	Musa sapientum
647	santól	Sandoricum koetjape (Burm. f.) Merr.
647	santól	Sandoricum koetjape
647	santól	Sandoricum koetjape
647	siŋkamás	Pachyrrhizus erosus
647	tabbág	Ficus hauili
647	tálaŋ	Pinus insularis
647	támaɁ	Macaranga tanarius
647	taróŋ	Solanum melongena
647	túba	Croton tiglium
647	úbi	Dioscorea alata Linn.
647	xawád	Piper betle
648	santól	Sandoricum koetjape
648	santól	Sandoricum koetjape
282	anahaw	Livistona
282	anayop	Viburnum
282	anayop	Callicarpa
282	atipoxo	Artocarpus treculianus
282	avaka	Musa
282	axem	Melanolepis multiglandulosa
282	ayem	Euphorbiaceae
282	ayem	Gelonium glomeratum Hassk.
282	gayo-gayoŋ	Halymenia, Ecklonia radiata, Phyllophora
282	haymaŋ	Anguilla japonica Temminck
282	hilek	Kyphosus cinerascens, Lutianus erythropterus
282	kalamansi	Citrus microcarpa
282	kamaya	Ebenaceae
282	kamaya	Diospyros discolor
282	kaŋkoŋ	Ipomoea reptans
282	kavoyaw	Pittosporum oporatum
282	korapo	Epinephelus fario
282	kotay	Citrus nobilis
282	kovaxan	Hepatus triostegus
282	livas	Pongamia pinnata
282	nara	Pterocarpus indica
282	nato	Palaquium formosanum
282	nichet	valiti
282	nichet	Ficus
282	nini	Marantaceae
282	nini	Donax cannaeformis Schum.
282	niyoy	Palmae Cocos nucifera
282	nonok	Ficus tinctoria
282	oriñ-en	Wendlandia luzoniensis DC
282	ovi	Dioscorea alata Linn.
282	owak	Corvus macrorhynchus philippinus
282	panichi	Pteropus
282	ponay	Ptilinopus
282	rapdap ~ raprap	Erythrina indica
282	sampalok	Leguminosae
282	sampalok	Tamarindus indica
282	savaŋ	Melastoma
282	sichep	Butastur indicus
282	soxo	Miscanthus floridulus
282	taliña	Auricularia auricula-judae
282	tañod	Morus alba
282	taŋxad	Themeda gigtantea
282	tatos	Birgus latro
282	vakoŋ	Crinum asiaticum
282	valino	Ipomoea pes-caprae
282	valiti	Moraceae
282	valiti	Ficus stipulosa Miq.
282	valu	Thespesia populnea Soland.
282	vanisah	Planchonella obovata
282	varuk	Butaceae
282	varuk	Zanthoxylum integrifolium Merrill
282	vaxosa	Solanum procumbens
282	vayoy	Pterospermum niveum
282	vayu	Hibiscus gumamela
282	viaho	Miscanthus floridulus (Labill) Warb.
282	viaho	Gramineae
282	viaho	Miscanthus japonicus Anders.
282	vochid	Imperata cylindrica
282	vochid	Apluda mutica Linn.
282	votiti	Lethrinus
282	votiti	Arothron stellatus
282	votiti	Tetraodontidae Tetraodon
282	wakay	Ipomoea batatas
282	waliŋ-waliŋ	Orchidaceae
282	xago	Myristica cagayanensis
282	xanot	Hibiscus tiliaceus
282	xomot	Bulbostylis barbata
282	yabnoy	Ficus integrifolia
282	yabnoy	Ficus hauili
282	yayaŋ	Turbo marmoratus
18955	anuliŋ	Pisonia umbellifera
18956	antis	Annona squamosa
18956	banisa	Planchonella obovata
18956	hanut	Hibiscus tiliaceous
18956	kabatiti	Luffa cylindrica
18956	kanarem	Diospyros lanceifolia
18956	katana	Ricinus communis
18956	katawa	Ricinus communis
18956	sabaŋ	Erythrina subumbrans
18956	sabaŋ	Fabaceae
18956	sabaŋ	Erythrina subumbrans
18956	saluyut	Corchorus aestuans
18956	tuŋaw	Clerodendrum trichotomum
18956	vadici	Ficus stipulosa
18956	vahosa	Solanum procumbens
18956	yabnoy	Ficus hauili
943	baga	Ficus
943	lala	Trochus stellatus
943	man-bona	Ducula pacifica
943	sivi	Lorius, Trichoglossus haematodus
943	tagere	Rhipidura fuliginosa
943	viho	Saccharum edule
388	akeake	Xylosma gracile
388	ano	Guettarda speciosa
388	aoa	Ficus indicus
388	ara	Pandanus odoratissimus
388	atu	Gymnosarda palanys
388	iʔi	Inocarpus edulis
388	kaɁika	Eugenia malaccensis
388	koka	Bischofia javanica
388	koka	Allophylus vitiensis
388	kuku	Mytilus edulis
388	kutu papa	phthirius pubis
388	lanu	liquor amnii
388	nono	Morinda citrifolia
388	pua	Fagraea berteroana
388	pu kuru	Artocarpus incisa
388	raŋi	arikiship
388	rimu pine	Lycopodium phlegmaria
388	tamanu	Calophyllum inophyllum
388	taro	Colocasia esculenta
388	toa	Casuarina equisetifolia
388	tou	Cordia subcordata
388	tui-tui	Aleurites triloba
389	atep	Calamus casteneus
389	badaʔ	Rhinoceros sumatrensis
389	bunut	Calophyllum
389	kuya	Testudo elongata
389	taleus	Colocasia antiquorum
391	aur	Gigantochloa
391	balak	Pithecellobium angulatum
391	belaŋ	Schizostachyum
391	betoŋ	Dendrocalamus asper
391	deroŋ	Trema orientalis
391	kawu	Ceiba pentandra
391	kawu-kawu	Ceiba pentandra
391	kukun	Schoutenia ovata
391	kunis	Curcuma longa
391	kutu	Pediculus capitis
391	lantoŋ	Laportea
391	leboq kenti	Solanum nigrum
391	loaŋ	Litsea
391	mímis	Imperata cylindrica
391	nila	Micropos
391	nila	Grewia
391	niniʔ	Donax canniformis
391	nintuʔ	Lygodium  circinnatum
391	nioʔ	Cocos nucifera
391	nunaŋ	Cordia dichotoma
391	nunaŋ	Cordia subcordata
391	panas	Zingiberaceae
391	pauʔ	Mangifera indica
391	puni	Cyathea
391	rea	Zingiber officinale
391	ritaʔ	Alstonia scholaris
391	ruzuŋ	Halicore dugong
391	timun	Cucumis sativa L.
391	tuwa	Croton tiglium
391	wani	Apis dorsata
391	waŋkuŋ	Crinum asiaticum
391	waru	Hibiscus tiliaceus
391	wiraʔ	Alocasia macrorrhiza
391	wutaʔ	Ternstroemia
391	wuwur	Sterculia foetida
952	kawu-kawu	Ceiba pentandra
390	aka	Pueraria triloba
390	aŋo	Curcuma longa
390	gaba	Gasteracantha taeniata
390	gama mea	Aglaia sapindina
390	gase	Hexacorallia
390	gau	Gnetum latifolium
390	gugu	Tylo alba
390	gugu	Tyto alba
390	hau	Hibiscus tiliaceus L.
390	hetaʔu	Calophyllum inophyllum L.
390	hoa	Terminalia
390	hoa	Barringtonia
390	honu	Chelonia mydas
390	hue	Ipomoea pes-caprae
390	hui	Barringtonia
390	hui	Pandanus
390	hutu	Barringtonia asiatic (L.) Kurz
390	hutu	Barringtonia
390	kaso	Amaranthus
390	kataha	Fregata ariel ariel
390	koka	Morinda
390	komi	Tridacna
390	kutu	Mallophaga
390	manoŋi	ghaapoli
390	manoŋi	Ficus
390	matogu	Hoya
390	mutu	Abedefduf curacao (Bloch)
390	niu	Cocos nucifera
390	ŋata	Enygrus carinatus
390	oneone	Cananga odorata
390	pagaŋi	Acanthurus xanthopterus
390	peka	Pteropus tonganus geddei
390	peka-peka	Collocalia esculenta desiderata
390	pua	Areca catechu L.
390	pua-bano	Guettarda speciosa L.
390	pua ʔatua	Fagraea berteriana
390	puna	Zanctus canescens (L.)
390	puna	Platax teira (Forskal)
390	puna	Heniochus acuminatus (L.)
390	puna	Puna
390	puna	Zanctus canescens (L.)
390	puna	Platax teira (Forskal)
390	puna	Heniochus acuminatus (L.)
390	puna	Puna
390	sisi	Nerita
390	tagie	Terminalia catappa
390	tagie	Cardisoma hirtipes
390	tago	Colocasia esculenta
390	toŋo	Bruguiera gymnorhiza
390	Ɂutu	Aprion virescens
390	ʔagigi	Turbo petholatus L.
390	ʔahagi	Acanthurus
390	ʔaoa	Ficus benjamini L.
390	ʔota mata	Tridacna
390	ʔugua	Alectis indica (Rüppell)
390	ʔuhi	Dioscorea alata Linn.
390	ʔuŋa	Coenobita olivieri
390	ʔutu	Aprion virescens (Valenciennes)
957	ri	Imperata cylindrica L.
19354	dāwa	Pennisetum glaucum
19354	kamātis ~ tamātis	Lycopersicum esculentum
19354	-ku	my
19354	-ku	of mine
19354	-ku	my
19354	-ku	by me
19354	lakatan	Musa sapientum
19354	lakatan	lacatan
19354	lūbus	entirely
19354	ni	of
19354	ni	by
19354	pa	first
19354	pa	still
19354	pa	also
19354	sigáy	Monetaria
19354	siŋkamas	Pachyrrhizus erosus
19354	sudsúd	Chiloscyllium griseum
19354	sulig	Variola louti
19354	sulig mabūyus	Caesio
19354	sulig mabūyus	Pterocaesio chrysozonus
19354	sulig mabūyus	Pterocaesio pisang
19354	tāgum	Indigofera suffruticosa
19354	tāgum	Indigofera tinctoria
19354	tūba	Croton tiglium
19354	tubu	Saccharum officinarum
19354	tuway	Arctica islandica
395	dela	Erythrina
395	dela-s	Erythrina
395	na	Pterocarpus indica
394	alahi	Acanthurus
394	fau	Spondias dulcis
394	fava	Pometia pinnata
394	fœʔere	Clytorhynchus vitiensis
394	fuha	Barringtonia
394	hau	Hibiscus tiliaceus
394	hufu	Barringtonia
394	jī	Cordyline terminalis
394	kifo	Siganus rostratus
394	pua	Plumeria acutifolia
394	sasiva	Lutjanus fulviflamma
394	ʔuo	Albula
394	ʔurɔ	Morinda citrifolia
396	asama	Lygodium trifurcatum Baker
396	beta	Artocarpus communis
396	bu-burata	Fagraea berteroana
396	gurata	Morinda citrifolia
396	gurata	Morinda citrifolia
396	ivili	Afzelia bijuga
396	kaka	Leucoderma
396	novu	Synanceja horrida
396	sisiri	Diceropyga obtecta
396	taili	Lyonsia
396	tita	Parinarium laurinum
396	toga	Casuarina
396	toga	Casuarina
396	varu	Hibiscus tiliaceus
396	vili-suru	Barringtonia
397	baŋásə	Melia azedarach
397	biʔa	Alocasia macrorrhiza
397	boso	Rhus semialata
397	bsee	Pueraria hirsuta
397	Dakese	Cinnamomum camphora
397	kavaðanə	Bambusa spinosa
397	ɭacəŋə	Solanum nigrum
397	la-sia-sina	Erechtites
397	Liluk	Rubus parvifolius
397	sama	Lactuca indica
397	tana	Aralia decaisneana
397	təə́bəsə	Zelkova Formosana
397	uɭuɭaŋe	Cordia myxa
397	uɭuɭaŋə (&lt;?	Cordia myxa
397	vaɭau	Smilax
397	viʔa	Alocasia macrorrhiza
966	boso	Rhus semialata
966	Dakese	Cinnamomum camphora
966	kavaðanə	Bambusa spinosa
966	la-sia-sina	Erechtites
966	sama	Lactuca indica
966	tana	Aralia decaisneana
966	təə́bəsə	Zelkova Formosana
18979	bsee	Pueraria hirsuta
968	ɭacəŋə	Solanum nigrum
968	uɭuɭaŋe	Cordia myxa
968	uɭuɭaŋə (&lt;?	Cordia myxa
968	vaɭau	Smilax
968	viʔa	Alocasia macrorrhiza
969	baŋásə	Melia azedarach
969	Liluk	Rubus parvifolius
970	biʔa	Alocasia macrorrhiza
284	temun	Cucumis
285	bali-kukun	Schoutenia ovata
285	baru	[Ngoko speech level]
285	kayu aŋin-aŋin	Usnea barbata
285	kepuŋ	[Ngoko speech level]
285	maŋan	[Ngoko speech level]
285	mau	[Ngoko speech level]
285	tutuk	[Krama Inggil speech level]
285	wau	[Kromo speech level]
19007	fai	Falcataria Moluccana
19007	fu-fure	Ipomoea pes-caprae
665	gasiga	Lethrinus elongatus
665	gasiga	Lethrinus olivaceus
667	vis	Saccharum spontaneum
670	saŋa	Prunus marsupialis
18285	lago	Myristica guatterifolia
288	eri	Imperata cylindrica L.
288	mina	mons veneris
678	au	Dendrocalamus strichus
678	awa	Chanos chanos
678	bila	Aegle marmelos
678	buŋa	Plumeria acuminata
678	kahambi	Schleichera oleosa
678	kalumbaŋu	Sterculia foetida
678	kulu	Artocarpus communis
678	lamakatu karambua	Hirudinea
678	pa-tuwa	Derris elliptica
678	pau	Mangifera indica
678	riŋu	Halicore dugong
678	tamiaŋu	Schistostachyum blumei
678	taŋiri	Scomberomorus Cybium
678	tíbu	Saccharum officinarum
678	tuna	Anguilla
678	tuwa	Derris elliptica
678	umi	Siganus javus
678	witu	Imperata cylindrica
679	kahambi	Schleichera oleosa
680	cakese	Cinnamomum camphora
680	rə'əʔə	Imperata cylindrica
680	rítu	Eriobotrya deflexa
680	samaʔə	Lactuca indica
680	tanaʔe	Aralia decaisneana
680	tərə́vəsə	Zelkova Formosana
680	vanárə	Smilax china
680	vaŋas	Melia azedarach
680	ʔunúnaŋə	Cordia
680	ʔunúnaŋe	Cordia myxa
681	foñ	Chelonia mydas
289	amtí	Solanum nigrum
289	anayúp	Callicarpus caudata
289	aníbuŋ	Asclepiadaceae
289	appás	Ficus cumingii Miq.
289	appás	Ficus validicaudata Merr.
289	appás	Moraceae
289	bágo	Hibiscus tiliaceus
289	bila-bíla	Alocasia
289	bóʔot	Anaptychia
289	bugnáy	Antidesma bunius Spreng.
289	bunút	Rubus moluccanus
289	íto	Lygodium
289	kabatíti	Luffa
289	kápes	Gossypium herbaceum
289	katawwá	Ricinus communis
289	kulát	Schizophyllum commune
289	kulát	Polyporaceae
289	kúnig	Curcuma zedoaria
289	paliá	Momordica balsamina L.
289	úbi	Dioscorea
291	akaŋkoŋ	Ipomoea aquatic
291	buta buta	Excoecaria agallocha
291	kature	Sesbania grandiflora
291	kayú	ing
291	mali-mali	Leea aculeata
291	putat	Barringtonia acutangula
291	santúl	Sandor indicum
291	tamu	Curcuma zedoaria
291	tamu	Curcuma zedoaria\
292	bua	Guettarda speciosa
292	dagua	Neothynnus macropterus
292	gima	Hippopus hippopus
292	gulu	Artocarpus Altilis
292	hudi	Musa paradisiaca
292	hudi	Musa nana
292	niu	Cocos nucifera
292	nonu	Morinda citrifolia
292	ogo-ogo	Lethrinus minatus
292	udu	Aprion virescens
292	ula	Panulirus penicillatus
292	uli	Caesio coerulaureus
19693	paum	Pandanius dubius
19693	taŋa	Ficus tinctoria
19621	paum	Pandanius dubius
18314	acem	Zingiberacea
18314	badak	Rhinoceros sumatrensis
18314	banban	Maranta dichotoma
18314	beruaŋ	Ursus malayanus
18314	buŋa-buŋa	Hibiscus rosa sinensis L.
18314	gaduŋ kayu	Manihot utillisima
18314	galiŋgaŋ	Cassia alata Linn.
18314	gamber	Uncaria gambir
18314	getah	Ficus elastica
18314	ipuh	Antiaris toxicaria
18314	kulur	Artocarpus incisa
18314	kuniŋ	Curcuma
18314	laŋsat	Lansium domesticum
18314	leŋa	Sesamum indicum
18314	lilit-en	Herpes zoster
18314	mawas	Simia satyrus
18314	musaŋ	Paradoxurus hermaphroditus
18314	n-dapdap	Erythrina variegata
18314	n-dapdap	Leguminosae
18314	padaŋ	Pogonatherum panicum Hack.
18314	pune	Osmotreron
18314	rawaŋ	à
18314	rih	Imperata cylindrica L.
18314	saga	Abrus precatorius L.
18314	sepaŋ	Caesalpinia sappan
18314	suga (rih)	Imperata cylindrica
18314	tuba	Xanthoxylum
18314	tuba	Rutaceae
18314	wani	Koompassia parviflora
293	baŋas	Melia azedarach
293	baŋun	Casuarina equisetifolia
293	baŋun	Chamaecyparis obtusa
293	Rinuk	Rubus parvifolius
293	sami	Sonchus oleraceus
293	samuz	Sesamum indicum
293	sisin	Garrulax canours
293	tani	Aralia decaisneana
294	benuaŋ	Octomeles sumatrana
294	benuaŋ	Octomeles sumatrana
294	buaŋ	Helarctus malayanus
294	buaŋ	Helarctus malayanus
294	kele-buken	Ducula aenea
294	manuk puney	Ptilopus jambu
294	ñivuŋ	Oncosperma
438	ñivuŋ	Oncosperma
695	uru	Imperata cylindrica
298	ai nil	Cassia fistula L.
298	arut baran-an	Malleus vulgaris
298	huk	Gnetum gnemon L.
298	leii	Zingiber officinale
298	timun	Luffa acutangula
298	ue	Calamus
298	wakat	Rhizophora conjugata
298	yafur wāt	Lagenaria idolatrica
299	beruaŋ	Ursus malayanus
299	lieh	Alpinia galanga
299	simun	Cucumis sativus L.
299	tubəh	Derris elliptica
300	belira	Notopterus
300	buaŋ	Ursus malayanus
300	ñibuŋ	Oncosperma
300	pulut	Euphorbiaceae
19228	ñibuŋ	Oncosperma
19472	na-ɣu	Imperata cylindrica
18958	bəlufiə	Ursus malayanus
18958	nipaaʔ	Nipa fruticans
18958	nubih	Derris
18958	tubih	Derris elliptica
708	belaŋ	Schizostachyum brachycladum
708	betoŋ	Dendrocalamus asper
708	itu	Macrones gulio
708	itu	Plotosus canius
708	itu	Macrones gulio
708	itu	Plotosus canius
708	nila	Grewia
708	niu	Cocos nucifera
708	pau	Mangifera indica
708	penu	Chelonia mydas
708	taŋiri	Scomberomorus guttatus
708	ulah	Elaphe subradiata
708	wila	Crescentia cujete
709	gala	Dendrocnide latifolia
709	pilu	Licuala
709	talire	Terminalia
712	siy	Dracaena
712	siy	Cordyline
712	siy	Dracaena
307	akʷasi	Rhus taitensis
307	alagau	Accipiter novaehollandiae rufoschistaceus
307	a-ʔala	Larius roratus
307	a-ʔala	ɁufoɁufo
307	bina	Rhyticeros plicatus
307	bina	Mendanae
307	bubu	Baustapus
307	bubu	Ficus hombroniana
307	lalu	Casuarina equisetifolia
307	lao	Metroxylon solomonensis
307	tabaɁa	Alstonia scholaris
307	ulafu	Epinephelus
307	uli	Spondias dulcis
307	ume	Alutera
18944	bula	Fagraea berteroana
18944	(dau)-fasia	Dioscorea bulbifera
18944	fai	Falcataria Moluccana
18944	ʔalabusi	Acalypha grandis
18944	ʔoʔa	Glochidion angulatum
19225	baγava	Alstonia scholaris
1101	baγava	Alstonia scholaris
19697	ʔaŋava	Cheilinus undulata
1103	taðile	Terminalia
19662	kulapo	Lethrinus nematacanthus
261	aroso	Calamus
261	bebe	Mugil
261	ivi	Inocarpus edulis
261	jiri	Dracaena
261	putu	Barringtonia
261	tita	Parinarium laurinum
261	uvi	Dioscorea esculenta
263	huti	Colocasia
598	arit	Parinarium laurinum
598	dalis	Terminalia catappa
598	drow	Intsia bijuga
598	siy	Dracaena
598	siy	Cordyline
598	siy	Dracaena
19170	pariaʔ	Momordica charantia
266	baka	Ficus obliqua
266	balaŋi	Teuthis
266	bele	Hibiscus manihot
266	bele	Malvaceae
266	bitu	Bambusa
266	bitu	Schizostachyum glaucifolium  Gramineae
266	bitu	Bambusa
266	bitu	Schizostachyum glaucifolium Gramineae
266	bua	Fagraea berteriana, Potaliaceae
266	bua	Plumeria acutifolia, Apocynaceae
266	bua bua	Fagraea Gracilipes Potaliaceae
266	buli	Cypraeidae
266	bune damu	Ptilinopus victor
266	bune dromo	Ptilinopus luteovirens
266	caca	Acrostichum aureum
266	caca	Pteridaceae
266	caca	Acrostichum aureum, Pteridaceae
266	caŋo	Curcuma longa, Zingiberaceae
266	cau	Casuarina nodiflora
266	cumu	Balistes
266	dali	Agave sisalana
266	dali	Amaryllidaceae
266	dalo	Colocasia esculenta
