ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
12803,33963,protoform-12803,1,PWMP,,false,,"*gebaq, *rebaq",,4861
12876,33963,protoform-12876,2,PPh,,false,,,,
12877,33963,protoform-12877,3,PPh,,false,,,,
4863,27977,protoform-4863,1,PMP,,false,,,,
11911,27977,protoform-11911,1,POC,,false,,,,
7746,27977,protoform-7746,2,POC,,false,,,,
4863-PWMP,27977,protoform-4863-PWMP,,PWMP,,true,,,,
4863-PCEMP,27977,protoform-4863-PCEMP,,PCEMP,,true,,,,
4863-PEMP,27977,protoform-4863-PEMP,,PEMP,,true,,,,
4863-PSHWNG,27977,protoform-4863-PSHWNG,,PSHWNG,,true,,,,
12887,34035,protoform-12887,1,PWMP,,false,*RabuC,,6530,
4897,28011,protoform-4897,1,PMP,,false,,,,
4897-PWMP,28011,protoform-4897-PWMP,,PWMP,,true,,,,
4897-PCEMP,28011,protoform-4897-PCEMP,,PCEMP,,true,,,,
4897-PCMP,28011,protoform-4897-PCMP,,PCMP,,true,,,,
4867,27981,protoform-4867,1,PAN,,false,*reken,,4868,
4867-PMP,27981,protoform-4867-PMP,,PMP,,true,,,,
4867-PWMP,27981,protoform-4867-PWMP,,PWMP,,true,,,,
4898,28012,protoform-4898,1,PMP,,false,,,,
11912,28012,protoform-11912,1,POC,,false,,,,
4898-PWMP,28012,protoform-4898-PWMP,,PWMP,,true,,,,
4898-PCEMP,28012,protoform-4898-PCEMP,,PCEMP,,true,,,,
4898-PEMP,28012,protoform-4898-PEMP,,PEMP,,true,,,,
4872,27986,protoform-4872,1,PMP,,false,*Remuk,*remek,,4873
4872-PWMP,27986,protoform-4872-PWMP,,PWMP,,true,,,,
4872-PCEMP,27986,protoform-4872-PCEMP,,PCEMP,,true,,,,
4872-PCMP,27986,protoform-4872-PCMP,,PCMP,,true,,,,
4876,27990,protoform-4876,1,PMP,,false,,,,
4876-PWMP,27990,protoform-4876-PWMP,,PWMP,,true,,,,
4876-PCEMP,27990,protoform-4876-PCEMP,,PCEMP,,true,,,,
4876-PCMP,27990,protoform-4876-PCMP,,PCMP,,true,,,,
4877,27991,protoform-4877,1,PWMP,,false,,,,
9447,31361,protoform-9447,1,PAN,,false,,*reŋeC,,4886
9448,31361,protoform-9448,1,PMP,,false,,,,
9448-PWMP,31361,protoform-9448-PWMP,,PWMP,,true,,,,
9448-PCEMP,31361,protoform-9448-PCEMP,,PCEMP,,true,,,,
9448-PCMP,31361,protoform-9448-PCMP,,PCMP,,true,,,,
4879,27993,protoform-4879,1,PMP,,false,*Repik,*Repek,4881,
12623,27993,protoform-12623,1,POC,,false,,,,
4879-PWMP,27993,protoform-4879-PWMP,,PWMP,,true,,,,
4879-PCEMP,27993,protoform-4879-PCEMP,,PCEMP,,true,,,,
4879-PEMP,27993,protoform-4879-PEMP,,PEMP,,true,,,,
4881,27995,protoform-4881,1,PWMP,,false,*Repak,,4879,
4890,28004,protoform-4890,1,PMP,,false,"*Repak, *Repek, *Repik",*repuk,4879 4881,12824
4890-PWMP,28004,protoform-4890-PWMP,,PWMP,,true,,,,
4890-PCEMP,28004,protoform-4890-PCEMP,,PCEMP,,true,,,,
4890-PCMP,28004,protoform-4890-PCMP,,PCMP,,true,,,,
12646,33835,protoform-12646,1,PWMP,,false,,,,
11956,33353,protoform-11956,1,PWMP,,false,,,,
12861,34013,protoform-12861,1,PPh,,false,*Retak,,11956,
12659,33847,protoform-12659,1,PWMP,,false,,,,
9449,31362,protoform-9449,1,PWMP,,false,,*retiq,,4883
12330,33591,protoform-12330,1,PWMP,,false,,*riak,,12139
12331,33591,protoform-12331,2,PWMP,,false,,,,
4900,28014,protoform-4900,1,PAN,,false,,,,
4900-PMP,28014,protoform-4900-PMP,,PMP,,true,,,,
4900-PWMP,28014,protoform-4900-PWMP,,PWMP,,true,,,,
4901,28015,protoform-4901,1,PWMP,,false,,,,
4902,28016,protoform-4902,1,PAN,,false,,*rebaq,,4861
4902-PMP,28016,protoform-4902-PMP,,PMP,,true,,,,
4902-PWMP,28016,protoform-4902-PWMP,,PWMP,,true,,,,
6688,29996,protoform-6688,1,PAN,,false,,,,
7973,30585,protoform-7973,1,PMP,,false,,,,
7973-PWMP,30585,protoform-7973-PWMP,,PWMP,,true,,,,
7973-PCEMP,30585,protoform-7973-PCEMP,,PCEMP,,true,,,,
7973-PCMP,30585,protoform-7973-PCMP,,PCMP,,true,,,,
4920,28034,protoform-4920,1,PWMP,,false,,,,
12285,33552,protoform-12285,1,PPh,,false,,,,
4905,28019,protoform-4905,1,PWMP,,false,,,,
4924,28038,protoform-4924,1,PWMP,,false,,,,
8246,30691,protoform-8246,1,PWMP,,false,,*riken,,4907
6689,29997,protoform-6689,1,PAN,,false,,,,
11917,33346,protoform-11917,1,PPh,,false,,,,
7301,30329,protoform-7301,1,PAN,,false,,,,
7302,30329,protoform-7302,1,PMP,,false,,,,
7302-PWMP,30329,protoform-7302-PWMP,,PWMP,,true,,,,
6595,29921,protoform-6595,1,PAN,,false,,,,
6596,29921,protoform-6596,2,PAN,,false,,,,
12687,33868,protoform-12687,1,PAN,,false,,,,
4917,28031,protoform-4917,1,PWMP,,false,,,,
9450,31363,protoform-9450,1,PWMP,,false,,,,
4922,28036,protoform-4922,1,PMP,,false,,,,
4922-PWMP,28036,protoform-4922-PWMP,,PWMP,,true,,,,
4922-PCEMP,28036,protoform-4922-PCEMP,,PCEMP,,true,,,,
4922-PCMP,28036,protoform-4922-PCMP,,PCMP,,true,,,,
4914,28028,protoform-4914,1,PAN,,false,,,,
8217,28028,protoform-8217,2,PWMP,,false,,,,
8218,28028,protoform-8218,3,PWMP,,false,,,,
4914-PMP,28028,protoform-4914-PMP,,PMP,,true,,,,
4914-PWMP,28028,protoform-4914-PWMP,,PWMP,,true,,,,
4915,28029,protoform-4915,1,PMP,,false,,*Risiq,,9451
4915-PWMP,28029,protoform-4915-PWMP,,PWMP,,true,,,,
4915-PCEMP,28029,protoform-4915-PCEMP,,PCEMP,,true,,,,
4915-PEMP,28029,protoform-4915-PEMP,,PEMP,,true,,,,
4915-POC,28029,protoform-4915-POC,,POC,,true,,,,
9451,31364,protoform-9451,1,PMP,,false,,*Risi,,4915
9451-PWMP,31364,protoform-9451-PWMP,,PWMP,,true,,,,
9451-PCEMP,31364,protoform-9451-PCEMP,,PCEMP,,true,,,,
9451-PEMP,31364,protoform-9451-PEMP,,PEMP,,true,,,,
9451-POC,31364,protoform-9451-POC,,POC,,true,,,,
6629,29949,protoform-6629,1,PAN,,false,,,,
8169,30654,protoform-8169,1,PMP,,false,*luab,,3510,
8170,30654,protoform-8170,2,POC,,false,,,,
8169-PWMP,30654,protoform-8169-PWMP,,PWMP,,true,,,,
8169-PCEMP,30654,protoform-8169-PCEMP,,PCEMP,,true,,,,
8169-PCMP,30654,protoform-8169-PCMP,,PCMP,,true,,,,
8169-PEMP,30654,protoform-8169-PEMP,,PEMP,,true,,,,
8169-PSHWNG,30654,protoform-8169-PSHWNG,,PSHWNG,,true,,,,
4927,28041,protoform-4927,1,PWMP,,false,*luaq,,8161,
6597,29922,protoform-6597,1,PAN,,false,*Nibu,,6588,
7581,30434,protoform-7581,1,PAN,,false,,,,
7581-PMP,30434,protoform-7581-PMP,,PMP,,true,,,,
7581-PWMP,30434,protoform-7581-PWMP,,PWMP,,true,,,,
4930,28044,protoform-4930,1,PMP,,false,*lujan,*ujan,3515,5748
11913,28044,protoform-11913,1,POC,,false,,,,
4930-PWMP,28044,protoform-4930-PWMP,,PWMP,,true,,,,
4930-PCEMP,28044,protoform-4930-PCEMP,,PCEMP,,true,,,,
4930-PEMP,28044,protoform-4930-PEMP,,PEMP,,true,,,,
12349,33609,protoform-12349,1,PPh,,false,,,,
7303,30330,protoform-7303,1,PAN,,false,,,,
7303-PMP,30330,protoform-7303-PMP,,PMP,,true,,,,
7303-PWMP,30330,protoform-7303-PWMP,,PWMP,,true,,,,
7303-PCEMP,30330,protoform-7303-PCEMP,,PCEMP,,true,,,,
7303-PCMP,30330,protoform-7303-PCMP,,PCMP,,true,,,,
7303-PEMP,30330,protoform-7303-PEMP,,PEMP,,true,,,,
7303-PSHWNG,30330,protoform-7303-PSHWNG,,PSHWNG,,true,,,,
7303-POC,30330,protoform-7303-POC,,POC,,true,,,,
7959,30576,protoform-7959,1,PMP,,false,*Rambia,,4818,
7959-PWMP,30576,protoform-7959-PWMP,,PWMP,,true,,,,
7959-PCEMP,30576,protoform-7959-PCEMP,,PCEMP,,true,,,,
7959-PCMP,30576,protoform-7959-PCMP,,PCMP,,true,,,,
12332,33592,protoform-12332,1,PPh,,false,*Remek,,4872,
4933,28047,protoform-4933,1,PWMP,,false,,,,
4934,28048,protoform-4934,1,PMP,,false,*bunut₁ 'coconut husk',,1698,
4934-PWMP,28048,protoform-4934-PWMP,,PWMP,,true,,,,
4934-PCEMP,28048,protoform-4934-PCEMP,,PCEMP,,true,,,,
4934-PCMP,28048,protoform-4934-PCMP,,PCMP,,true,,,,
4947,28060,protoform-4947,1,PMP,,false,,,,
4947-PWMP,28060,protoform-4947-PWMP,,PWMP,,true,,,,
4947-PCEMP,28060,protoform-4947-PCEMP,,PCEMP,,true,,,,
4947-PCMP,28060,protoform-4947-PCMP,,PCMP,,true,,,,
8464,30762,protoform-8464,1,POC,,false,,*lupas,,
8163,30648,protoform-8163,1,POC,,false,,,,
4938,28052,protoform-4938,1,PAN,,false,,,,
11914,28052,protoform-11914,1,PMP,,false,,,,
4939,28052,protoform-4939,2,PMP,,false,,,,
11915,28052,protoform-11915,2,POC,,false,,,,
11914-PWMP,28052,protoform-11914-PWMP,,PWMP,,true,,,,
11914-PCEMP,28052,protoform-11914-PCEMP,,PCEMP,,true,,,,
11914-PCMP,28052,protoform-11914-PCMP,,PCMP,,true,,,,
4939-PWMP,28052,protoform-4939-PWMP,,PWMP,,true,,,,
4939-PCEMP,28052,protoform-4939-PCEMP,,PCEMP,,true,,,,
4939-PCMP,28052,protoform-4939-PCMP,,PCMP,,true,,,,
4939-PEMP,28052,protoform-4939-PEMP,,PEMP,,true,,,,
4939-PSHWNG,28052,protoform-4939-PSHWNG,,PSHWNG,,true,,,,
8165,30650,protoform-8165,1,PWMP,,false,"*luaŋ, *lubaŋ₁",,7311,
12664,30650,protoform-12664,2,PWMP,,false,,,,
8475,30771,protoform-8475,1,PAN,,false,,,,
8476,30771,protoform-8476,2,PWMP,,false,,,,
8477,30771,protoform-8477,3,PPh,,false,,,,
8475-PMP,30771,protoform-8475-PMP,,PMP,,true,,,,
8475-PWMP,30771,protoform-8475-PWMP,,PWMP,,true,,,,
8475-PCEMP,30771,protoform-8475-PCEMP,,PCEMP,,true,,,,
8475-PCMP,30771,protoform-8475-PCMP,,PCMP,,true,,,,
8475-PEMP,30771,protoform-8475-PEMP,,PEMP,,true,,,,
8475-PSHWNG,30771,protoform-8475-PSHWNG,,PSHWNG,,true,,,,
8475-POC,30771,protoform-8475-POC,,POC,,true,,,,
7297,30326,protoform-7297,1,PAN,,false,,,,
4944,28057,protoform-4944,1,PWMP,,false,,,,
4945,28058,protoform-4945,1,PWMP,,false,*huyuŋ,*ruyuŋ₁,2749,4946
8809,30945,protoform-8809,1,PAN,,false,,,,
8809-PMP,30945,protoform-8809-PMP,,PMP,,true,,,,
8809-PWMP,30945,protoform-8809-PWMP,,PWMP,,true,,,,
9514,31410,protoform-9514,1,PAN,,false,,,,
9514-PMP,31410,protoform-9514-PMP,,PMP,,true,,,,
9514-PWMP,31410,protoform-9514-PWMP,,PWMP,,true,,,,
9514-PCEMP,31410,protoform-9514-PCEMP,,PCEMP,,true,,,,
9514-PEMP,31410,protoform-9514-PEMP,,PEMP,,true,,,,
9514-POC,31410,protoform-9514-POC,,POC,,true,,,,
9545,31437,protoform-9545,1,PAN,,false,,,,
9545-PMP,31437,protoform-9545-PMP,,PMP,,true,,,,
9545-PWMP,31437,protoform-9545-PWMP,,PWMP,,true,,,,
9545-PCEMP,31437,protoform-9545-PCEMP,,PCEMP,,true,,,,
9545-PCMP,31437,protoform-9545-PCMP,,PCMP,,true,,,,
9685,31559,protoform-9685,1,PPh,,false,,,,
9533,31427,protoform-9533,1,POC,,false,,,,
9186,31171,protoform-9186,1,PPh,,false,,,,
4956,28069,protoform-4956,1,PMP,,false,,,,
4956-PWMP,28069,protoform-4956-PWMP,,PWMP,,true,,,,
4956-PCEMP,28069,protoform-4956-PCEMP,,PCEMP,,true,,,,
4956-PCMP,28069,protoform-4956-PCMP,,PCMP,,true,,,,
9647,31524,protoform-9647,1,PPh,,false,,,,
9421,31341,protoform-9421,1,PWMP,,false,,,,
4955,28068,protoform-4955,1,PWMP,,false,,,,
5113,28148,protoform-5113,1,PMP,,false,,,,
5113-PWMP,28148,protoform-5113-PWMP,,PWMP,,true,,,,
5113-PCEMP,28148,protoform-5113-PCEMP,,PCEMP,,true,,,,
5113-PCMP,28148,protoform-5113-PCMP,,PCMP,,true,,,,
9648,31525,protoform-9648,1,PWMP,,false,,,,
9187,31172,protoform-9187,1,PWMP,,false,,,,
9188,31172,protoform-9188,2,PPh,,false,,,,
5114,28149,protoform-5114,1,PWMP,,false,,,,
9075,28101,protoform-9075,1,PAN,,false,,,,
5007,28101,protoform-5007,1,PWMP,,false,,,,
8919,28101,protoform-8919,2,PPh,,false,,,,
9075-PMP,28101,protoform-9075-PMP,,PMP,,true,,,,
9659,31536,protoform-9659,1,PWMP,,false,,,,
4957,28070,protoform-4957,1,PWMP,,false,,,,
9272,31227,protoform-9272,1,PPh,,false,,,,
9307,31257,protoform-9307,1,PPh,,false,,,,
9033,31074,protoform-9033,1,PWMP,,false,,,,
5115,28150,protoform-5115,1,PWMP,,false,*sa(m)buR,,,
9562,31451,protoform-9562,1,POC,,false,,,,
9124,31137,protoform-9124,1,PWMP,,false,,,,
9125,31137,protoform-9125,2,PWMP,,false,,,,
9422,31342,protoform-9422,1,PWMP,,false,,,,
9102,31125,protoform-9102,1,PAN,,false,,,,
9103,31125,protoform-9103,2,PPh,,false,,,,
9102-PMP,31125,protoform-9102-PMP,,PMP,,true,,,,
9102-PWMP,31125,protoform-9102-PWMP,,PWMP,,true,,,,
9660,31537,protoform-9660,1,POC,,false,,,,
9273,31228,protoform-9273,1,PPh,,false,,,,
4962,28073,protoform-4962,1,PWMP,,false,*sa(m)buR,,,
12476,33723,protoform-12476,1,PPh,,false,,,,
9477,31385,protoform-9477,1,PWMP,,false,,,,
11095,32688,protoform-11095,1,PPh,,false,,,,
4963,28074,protoform-4963,1,PWMP,,false,,,,
9605,31489,protoform-9605,1,PMP,,false,,,,
9606,31489,protoform-9606,2,PWMP,,false,,,,
9605-PWMP,31489,protoform-9605-PWMP,,PWMP,,true,,,,
9605-PCEMP,31489,protoform-9605-PCEMP,,PCEMP,,true,,,,
9605-PCMP,31489,protoform-9605-PCMP,,PCMP,,true,,,,
9605-PEMP,31489,protoform-9605-PEMP,,PEMP,,true,,,,
9605-POC,31489,protoform-9605-POC,,POC,,true,,,,
9034,31075,protoform-9034,1,PWMP,,false,,,,
9515,31411,protoform-9515,1,POC,,false,,,,
9198,31181,protoform-9198,1,PWMP,,false,,,,
9241,31208,protoform-9241,1,PWMP,,false,,,,
9686,31560,protoform-9686,1,PPh,,false,,,,
5119,28154,protoform-5119,1,PWMP,,false,*padet,,,
9611,31494,protoform-9611,1,PPh,,false,,,,
9481,31389,protoform-9481,1,PWMP,,false,,,,
4970,28077,protoform-4970,1,PMP,,false,,,,
4971,28077,protoform-4971,1,POC,,false,,,,
4970-PWMP,28077,protoform-4970-PWMP,,PWMP,,true,,,,
4970-PCEMP,28077,protoform-4970-PCEMP,,PCEMP,,true,,,,
4970-PEMP,28077,protoform-4970-PEMP,,PEMP,,true,,,,
4972,28078,protoform-4972,1,PWMP,,false,,,,
9714,31576,protoform-9714,1,PPh,,false,,,,
8970,31032,protoform-8970,1,PPh,,false,,,,
9687,31561,protoform-9687,1,PPh,,false,,,,
4973,28079,protoform-4973,1,PWMP,,false,,,,
9411,28079,protoform-9411,2,PPh,,false,,,,
9423,31343,protoform-9423,1,PWMP,,false,,,,
9234,31202,protoform-9234,1,PMP,,false,,,,
9234-PWMP,31202,protoform-9234-PWMP,,PWMP,,true,,,,
9234-PCEMP,31202,protoform-9234-PCEMP,,PCEMP,,true,,,,
9234-PCMP,31202,protoform-9234-PCMP,,PCMP,,true,,,,
9235,31203,protoform-9235,1,PWMP,,false,,,,
9056,31089,protoform-9056,1,PPh,,false,,,,
9156,31157,protoform-9156,1,PAN,,false,,,,
9157,31157,protoform-9157,1,PMP,,false,,,,
9157-PWMP,31157,protoform-9157-PWMP,,PWMP,,true,,,,
9274,31229,protoform-9274,1,PPh,,false,,,,
9612,31495,protoform-9612,1,PPh,,false,,,,
8847,30964,protoform-8847,1,PMP,,false,*sei,,,
8848,30964,protoform-8848,2,PMP,,false,,,,
8849,30964,protoform-8849,3,PMP,,false,,,,
8847-PWMP,30964,protoform-8847-PWMP,,PWMP,,true,,,,
8847-PCEMP,30964,protoform-8847-PCEMP,,PCEMP,,true,,,,
8847-PCMP,30964,protoform-8847-PCMP,,PCMP,,true,,,,
8847-PEMP,30964,protoform-8847-PEMP,,PEMP,,true,,,,
8847-POC,30964,protoform-8847-POC,,POC,,true,,,,
8848-PWMP,30964,protoform-8848-PWMP,,PWMP,,true,,,,
8848-PCEMP,30964,protoform-8848-PCEMP,,PCEMP,,true,,,,
8848-PCMP,30964,protoform-8848-PCMP,,PCMP,,true,,,,
8848-PEMP,30964,protoform-8848-PEMP,,PEMP,,true,,,,
8848-PSHWNG,30964,protoform-8848-PSHWNG,,PSHWNG,,true,,,,
8848-POC,30964,protoform-8848-POC,,POC,,true,,,,
8849-PWMP,30964,protoform-8849-PWMP,,PWMP,,true,,,,
8849-PCEMP,30964,protoform-8849-PCEMP,,PCEMP,,true,,,,
8849-PCMP,30964,protoform-8849-PCMP,,PCMP,,true,,,,
9319,31266,protoform-9319,1,PPh,,false,,,,
9548,31440,protoform-9548,1,PPh,,false,,,,
9190,31174,protoform-9190,1,PPh,,false,,,,
12420,33673,protoform-12420,1,PPh,,false,*sakay,,,
12419,33672,protoform-12419,1,PPh,,false,,,,
12445,33697,protoform-12445,1,PPh,,false,,,,
4982,28083,protoform-4982,1,PAN,,false,,,,
4982-PMP,28083,protoform-4982-PMP,,PMP,,true,,,,
4982-PWMP,28083,protoform-4982-PWMP,,PWMP,,true,,,,
9624,31503,protoform-9624,1,PWMP,,false,,,,
9057,31090,protoform-9057,1,PMP,,false,,,,
9057-PWMP,31090,protoform-9057-PWMP,,PWMP,,true,,,,
9057-PCEMP,31090,protoform-9057-PCEMP,,PCEMP,,true,,,,
9057-PEMP,31090,protoform-9057-PEMP,,PEMP,,true,,,,
9057-POC,31090,protoform-9057-POC,,POC,,true,,,,
9058,31091,protoform-9058,1,PPh,,false,*sakáŋ,,,
4983,28084,protoform-4983,1,PMP,,false,,,,
4983-PWMP,28084,protoform-4983-PWMP,,PWMP,,true,,,,
4983-PCEMP,28084,protoform-4983-PCEMP,,PCEMP,,true,,,,
4983-PCMP,28084,protoform-4983-PCMP,,PCMP,,true,,,,
4983-PEMP,28084,protoform-4983-PEMP,,PEMP,,true,,,,
4983-PSHWNG,28084,protoform-4983-PSHWNG,,PSHWNG,,true,,,,
4983-POC,28084,protoform-4983-POC,,POC,,true,,,,
4984,28085,protoform-4984,1,PAN,,false,,,,
4984-PMP,28085,protoform-4984-PMP,,PMP,,true,,,,
4984-PWMP,28085,protoform-4984-PWMP,,PWMP,,true,,,,
4984-PCEMP,28085,protoform-4984-PCEMP,,PCEMP,,true,,,,
4984-PCMP,28085,protoform-4984-PCMP,,PCMP,,true,,,,
9759,31613,protoform-9759,1,POC,,false,,,,
5120,28155,protoform-5120,1,PMP,,false,,,,
9486,28155,protoform-9486,2,PWMP,,false,,,,
5120-PWMP,28155,protoform-5120-PWMP,,PWMP,,true,,,,
5120-PCEMP,28155,protoform-5120-PCEMP,,PCEMP,,true,,,,
5120-PCMP,28155,protoform-5120-PCMP,,PCMP,,true,,,,
5120-PEMP,28155,protoform-5120-PEMP,,PEMP,,true,,,,
5120-PSHWNG,28155,protoform-5120-PSHWNG,,PSHWNG,,true,,,,
5120-POC,28155,protoform-5120-POC,,POC,,true,,,,
6691,29999,protoform-6691,1,PAN,,false,,,,
6692,29999,protoform-6692,2,PAN,,false,,,,
9224,31196,protoform-9224,1,PWMP,,false,,,,
9489,31395,protoform-9489,1,PMP,,false,,,,
9490,31395,protoform-9490,1,POC,,false,,,,
9489-PWMP,31395,protoform-9489-PWMP,,PWMP,,true,,,,
9489-PCEMP,31395,protoform-9489-PCEMP,,PCEMP,,true,,,,
9489-PCMP,31395,protoform-9489-PCMP,,PCMP,,true,,,,
9489-PEMP,31395,protoform-9489-PEMP,,PEMP,,true,,,,
9489-PSHWNG,31395,protoform-9489-PSHWNG,,PSHWNG,,true,,,,
8971,31033,protoform-8971,1,PPh,,false,,,,
12804,33964,protoform-12804,1,PWMP,,false,,,,
6598,29923,protoform-6598,1,PAN,,false,,,,
9015,31064,protoform-9015,1,PPh,Also [Kapampangan](LanguageTable#cldf:291) _sakló_ ‘to fetch (e.g. water)’.,false,,,,
9016,31064,protoform-9016,2,PPh,,false,,,,
12447,33699,protoform-12447,1,PPh,,false,,,,
8972,31034,protoform-8972,1,PPh,,false,,,,
8973,31034,protoform-8973,2,PPh,,false,,,,
8974,31035,protoform-8974,1,PPh,,false,,,,
9578,31465,protoform-9578,1,PPh,,false,,,,
9579,31465,protoform-9579,2,PPh,,false,,,,
9191,31175,protoform-9191,1,PPh,,false,,,,
4985,28086,protoform-4985,1,PMP,,false,,,,
4985-PWMP,28086,protoform-4985-PWMP,,PWMP,,true,,,,
4985-PCEMP,28086,protoform-4985-PCEMP,,PCEMP,,true,,,,
4985-PCMP,28086,protoform-4985-PCMP,,PCMP,,true,,,,
5121,28156,protoform-5121,1,PWMP,,false,,,,
9516,31412,protoform-9516,1,PMP,,false,,,,
9516-PWMP,31412,protoform-9516-PWMP,,PWMP,,true,,,,
9516-PCEMP,31412,protoform-9516-PCEMP,,PCEMP,,true,,,,
9516-PEMP,31412,protoform-9516-PEMP,,PEMP,,true,,,,
9516-POC,31412,protoform-9516-POC,,POC,,true,,,,
5122,28157,protoform-5122,1,PMP,,false,,,,
5122-PWMP,28157,protoform-5122-PWMP,,PWMP,,true,,,,
5122-PCEMP,28157,protoform-5122-PCEMP,,PCEMP,,true,,,,
5122-PEMP,28157,protoform-5122-PEMP,,PEMP,,true,,,,
5122-POC,28157,protoform-5122-POC,,POC,,true,,,,
8337,30731,protoform-8337,1,PMP,,false,,,,
8338,30731,protoform-8338,2,PWMP,,false,,,,
8339,30731,protoform-8339,3,PWMP,The expected form in [Old Javanese](LanguageTable#cldf:660) is &ast;&ast;_ma-ñakit_.  It is unclear why nasal substitution in this form and in other forms of this base that take a prefix ending with _–N_ violates the general pattern by which /_s_/ is replaced by a palatal nasal.,false,,,,
8340,30731,protoform-8340,4,PMP,,false,,,,
8341,30731,protoform-8341,4,POC,,false,,,,
8342,30731,protoform-8342,5,POC,,false,,,,
8343,30731,protoform-8343,6,PMP,,false,,,,
8344,30731,protoform-8344,7,PWMP,,false,,,,
8345,30731,protoform-8345,8,PPh,,false,,,,
8346,30731,protoform-8346,9,PWMP,,false,,,,
8347,30731,protoform-8347,10,PMP,,false,,,,
8348,30731,protoform-8348,11,PWMP,,false,,,,
8349,30731,protoform-8349,12,PWMP,,false,,,,
8350,30731,protoform-8350,13,PWMP,,false,,,,
8351,30731,protoform-8351,14,PWMP,,false,,,,
8352,30731,protoform-8352,15,PWMP,,false,,,,
8353,30731,protoform-8353,16,PWMP,,false,,,,
8337-PWMP,30731,protoform-8337-PWMP,,PWMP,,true,,,,
8337-PCEMP,30731,protoform-8337-PCEMP,,PCEMP,,true,,,,
8337-PEMP,30731,protoform-8337-PEMP,,PEMP,,true,,,,
8337-PSHWNG,30731,protoform-8337-PSHWNG,,PSHWNG,,true,,,,
8340-PWMP,30731,protoform-8340-PWMP,,PWMP,,true,,,,
8340-PCEMP,30731,protoform-8340-PCEMP,,PCEMP,,true,,,,
8340-PEMP,30731,protoform-8340-PEMP,,PEMP,,true,,,,
8343-PWMP,30731,protoform-8343-PWMP,,PWMP,,true,,,,
8343-PCEMP,30731,protoform-8343-PCEMP,,PCEMP,,true,,,,
8343-PEMP,30731,protoform-8343-PEMP,,PEMP,,true,,,,
8343-POC,30731,protoform-8343-POC,,POC,,true,,,,
8347-PWMP,30731,protoform-8347-PWMP,,PWMP,,true,,,,
8347-PCEMP,30731,protoform-8347-PCEMP,,PCEMP,,true,,,,
8347-PEMP,30731,protoform-8347-PEMP,,PEMP,,true,,,,
8347-POC,30731,protoform-8347-POC,,POC,,true,,,,
9675,31551,protoform-9675,1,PPh,,false,*seksek,,,
9676,31551,protoform-9676,2,PPh,,false,,,,
4986,28087,protoform-4986,1,PAN,,false,,,,
4986-PMP,28087,protoform-4986-PMP,,PMP,,true,,,,
4986-PWMP,28087,protoform-4986-PWMP,,PWMP,,true,,,,
9201,31183,protoform-9201,1,PWMP,,false,*cekcek,,8287,
9236,31204,protoform-9236,1,PMP,,false,,,,
9236-PWMP,31204,protoform-9236-PWMP,,PWMP,,true,,,,
9236-PCEMP,31204,protoform-9236-PCEMP,,PCEMP,,true,,,,
9236-PCMP,31204,protoform-9236-PCMP,,PCMP,,true,,,,
9509,31406,protoform-9509,1,PMP,,false,,,,
9510,31406,protoform-9510,2,PMP,,false,,,,
9509-PCEMP,31406,protoform-9509-PCEMP,,PCEMP,,true,,,,
9509-PEMP,31406,protoform-9509-PEMP,,PEMP,,true,,,,
9509-POC,31406,protoform-9509-POC,,POC,,true,,,,
9510-PWMP,31406,protoform-9510-PWMP,,PWMP,,true,,,,
9510-PCEMP,31406,protoform-9510-PCEMP,,PCEMP,,true,,,,
9510-PCMP,31406,protoform-9510-PCMP,,PCMP,,true,,,,
9510-PEMP,31406,protoform-9510-PEMP,,PEMP,,true,,,,
9510-POC,31406,protoform-9510-POC,,POC,,true,,,,
9625,31504,protoform-9625,1,POC,,false,,,,
9308,31258,protoform-9308,1,PPh,,false,,,,
5123,28158,protoform-5123,1,PWMP,,false,,,,
9716,31578,protoform-9716,1,PWMP,,false,,,,
9684,31558,protoform-9684,1,PMP,,false,,,,
9684-PWMP,31558,protoform-9684-PWMP,,PWMP,,true,,,,
9684-PCEMP,31558,protoform-9684-PCEMP,,PCEMP,,true,,,,
9684-PEMP,31558,protoform-9684-PEMP,,PEMP,,true,,,,
9684-POC,31558,protoform-9684-POC,,POC,,true,,,,
9534,31428,protoform-9534,1,PPh,,false,,,,
9158,31158,protoform-9158,1,PAN,,false,,*SakuC,,4988
9159,31158,protoform-9159,2,PAN,,false,,,,
9661,31538,protoform-9661,1,POC,,false,,,,
9492,31397,protoform-9492,1,PEMP,,false,,,,
9492-PSHWNG,31397,protoform-9492-PSHWNG,,PSHWNG,,true,,,,
9492-POC,31397,protoform-9492-POC,,POC,,true,,,,
8889,30987,protoform-8889,1,PMP,,false,,,,
8889-PWMP,30987,protoform-8889-PWMP,,PWMP,,true,,,,
8976,31037,protoform-8976,1,PPh,,false,,,,
8975,31036,protoform-8975,1,PWMP,,false,,,,
9242,31209,protoform-9242,1,PWMP,,false,,,,
9649,31526,protoform-9649,1,PWMP,,false,,,,
7584,30435,protoform-7584,1,POC,,false,,,,
9662,31539,protoform-9662,1,POC,,false,,,,
9674,31539,protoform-9674,2,POC,,false,,,,
4991,28090,protoform-4991,1,PWMP,,false,,*calapaʔ,,1958
